sigma,omega,fdm_s1,fdm_cut_N1,fdm_cut_N3,fdm_full,M_cut_N1,binds_N1,M_cut_N3,binds_N3,file
12349.9917,0.0122877873,3.205015368405637e-05,2.4013165073316546e-05,2.4013165073316546e-05,2.4013166679365475e-05,0.4736929,abundance,0.4736929,abundance,sigma12349.9917_W0.0122877873_l1e-04_h1e+06.txt
12349.9917,0.0242220294,0.0001877867362725,0.00012837774083846576,0.00012837774083846576,0.00012837776430500605,5.617536,abundance,5.617536,abundance,sigma12349.9917_W0.0242220294_l1e-04_h1e+06.txt
12349.9917,0.0477471406,0.000767594181334,0.00051555366222699,0.0005155531588973115,0.0005155538085920479,72.86676,abundance,56.9313,abundance,sigma12349.9917_W0.0477471406_l1e-04_h1e+06.txt
12349.9917,0.0941204967,0.0022830162108293,0.001527211479570967,0.001527211479570967,0.0015272140149353848,781.9852,abundance,781.9852,abundance,sigma12349.9917_W0.0941204967_l1e-04_h1e+06.txt
12349.9917,0.185532951,0.0052847696635733,0.0035310543542202916,0.0035310543542202916,0.003531078149058895,8697.421,abundance,8697.421,abundance,sigma12349.9917_W0.185532951_l1e-04_h1e+06.txt
12349.9917,0.365727734,0.0097475710133375,0.006510427778839139,0.006509915293275261,0.006510565198571471,100015.8,abundance,72371.03,abundance,sigma12349.9917_W0.365727734_l1e-04_h1e+06.txt
12349.9917,0.72093272,0.0154612195258693,0.010324932675759117,0.010324932675759117,0.0103272496577252,835724.3,abundance,835724.3,abundance,sigma12349.9917_W0.72093272_l1e-04_h1e+06.txt
12349.9917,10.8853427,0.0187761303093011,0.04022297545170314,0.0351505273266859,0.04436891767363922,3372467000.0,abundance,1477297000.0,abundance,sigma12349.9917_W10.8853427_l1e-04_h1e+06.txt
12349.9917,1258.92541,0.0187903130663365,0.04688480868456572,0.037414380285685604,0.06676980242491898,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W1258.92541_l1e-04_h1e+06.txt
12349.9917,1.42112271,0.0202819719509165,0.014835569327740527,0.014813898039694594,0.014843144752096029,9825646.0,abundance,6763927.0,abundance,sigma12349.9917_W1.42112271_l1e-04_h1e+06.txt
12349.9917,164.35748,0.0187900700988497,0.04688859252654314,0.03735182625827559,0.06795313782642737,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W164.35748_l1e-04_h1e+06.txt
12349.9917,21.4574914,0.0187937853035924,0.049930415170840625,0.03821980846114156,0.06586016681483454,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W21.4574914_l1e-04_h1e+06.txt
12349.9917,2.80135676,0.0194273457433284,0.020654942698903254,0.020502122015887293,0.020731978580784405,79027330.0,abundance,53091560.0,abundance,sigma12349.9917_W2.80135676_l1e-04_h1e+06.txt
12349.9917,323.986054,0.0187903830936355,0.04667449105465198,0.03749170421963012,0.06758849587617305,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W323.986054_l1e-04_h1e+06.txt
12349.9917,42.2976062,0.0187885627131004,0.047145684575901216,0.03755083580301518,0.06848046532168392,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W42.2976062_l1e-04_h1e+06.txt
12349.9917,5.52211267,0.0187935845810709,0.028303283453208924,0.027314642952977992,0.029377098245172623,428300000.0,abundance,283470700.0,abundance,sigma12349.9917_W5.52211267_l1e-04_h1e+06.txt
12349.9917,638.650355,0.0187904975377175,0.04680277282546973,0.03742960462200454,0.06663505274681143,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W638.650355_l1e-04_h1e+06.txt
12349.9917,83.3782223,0.0187897981900957,0.04719908002827328,0.03753754866137767,0.06886646254276109,11632350000.0,abundance,3372467000.0,abundance,sigma12349.9917_W83.3782223_l1e-04_h1e+06.txt
12372.6381,0.01,1.6917604525283054e-05,1.3677629492550384e-05,1.367762873849275e-05,1.3677629727261742e-05,0.2581641,abundance,0.2142528,abundance,sigma12372.6381_W0.01_l1e-04_h1e+06.txt
123.8591,0.13915,1.1554392297675388e-10,7.088209048750593e-11,6.741936652677133e-11,7.731678156430545e-11,3.587434,abundance,2.824066,abundance,sigma123.8591_W0.13915_l1e-04_h1e+06.txt
1239.669,83.8131,0.0101682096229606,0.04280379902325683,0.03240832104094431,0.06394427211932345,11625190000.0,abundance,3369261000.0,abundance,sigma1239.669_W83.8131_l1e-04_h1e+06.txt
12401.3035,0.01,1.7058773180270725e-05,1.3790365734953766e-05,1.3790364931435575e-05,1.3790365988075033e-05,0.2569268,abundance,0.2131804,abundance,sigma12401.3035_W0.01_l1e-04_h1e+06.txt
124.1537,0.01,3.1576294207534154e-18,4.515285862457363e-18,4.515285862457363e-18,4.515285862457363e-18,0.1228573,array_max,0.1228573,array_max,sigma124.1537_W0.01_l1e-04_h1e+06.txt
12430.0353,0.01,1.7195624115551883e-05,1.3899489532754521e-05,1.3899488707530766e-05,1.3899489794001978e-05,0.2569268,abundance,0.2131804,abundance,sigma12430.0353_W0.01_l1e-04_h1e+06.txt
12.45089,12.72956,8.246359799989155e-08,1.1330349599324988e-07,1.1330349599324988e-07,1.1330349599324988e-07,8121488000.0,array_max,8121488000.0,array_max,sigma12.45089_W12.72956_l1e-04_h1e+06.txt
12458.8336,0.01,1.7330066198572264e-05,1.4008902478883158e-05,1.4008901639170586e-05,1.4008902745691851e-05,0.2569698,abundance,0.2132156,abundance,sigma12458.8336_W0.01_l1e-04_h1e+06.txt
12487.6987,0.01,1.7478512221104966e-05,1.4126745549455556e-05,1.41267447227186e-05,1.4126745810568763e-05,0.2580626,abundance,0.2141106,abundance,sigma12487.6987_W0.01_l1e-04_h1e+06.txt
12516.6307,0.01,1.762161754948853e-05,1.4241361929932752e-05,1.4241361083163449e-05,1.4241362199456889e-05,0.2580626,abundance,0.2141106,abundance,sigma12516.6307_W0.01_l1e-04_h1e+06.txt
12545.6296,0.01,1.776870985175694e-05,1.4359306010407597e-05,1.4359305143363896e-05,1.4359306286584258e-05,0.2581038,abundance,0.2141443,abundance,sigma12545.6296_W0.01_l1e-04_h1e+06.txt
1.254994,115.0112,4.49424858638616e-13,9.078240090132686e-10,9.078240090132686e-10,9.082645391984086e-10,15000000000.0,mass_ratio,15000000000.0,mass_ratio,sigma1.254994_W115.0112_l1e-04_h1e+06.txt
12574.6958,0.01,1.7914478313628724e-05,1.4478455659118404e-05,1.4478454798256307e-05,1.4478455933609895e-05,0.2592019,abundance,0.2150437,abundance,sigma12574.6958_W0.01_l1e-04_h1e+06.txt
125.7529,0.990059,9.608354519133977e-07,6.351479248215169e-07,6.113020773778578e-07,6.433306899158509e-07,8897.921,abundance,4741.406,abundance,sigma125.7529_W0.990059_l1e-02_h1e+06.txt
1258.92541,0.00316227766,3.889554716834465e-16,4.091774835086705e-13,4.088822062489727e-13,4.092849076210317e-13,0.0001181079,abundance,9.325731e-05,abundance,sigma1258.92541_W0.00316227766_l1e-04_h1e+06.txt
1258.92541,0.00623357002,7.937027436622066e-12,2.1309089775495123e-11,2.1303457878111427e-11,2.13111238338458e-11,0.001743657,abundance,0.001305477,abundance,sigma1258.92541_W0.00623357002_l1e-04_h1e+06.txt
1258.92541,0.0122877873,8.54608404305791e-10,6.541046316404594e-10,6.540634736752512e-10,6.541452886473824e-10,0.02341487,abundance,0.01972733,abundance,sigma1258.92541_W0.0122877873_l1e-04_h1e+06.txt
1258.92541,0.0242220294,2.1917345701885657e-08,1.4780668182639572e-08,1.477999828486046e-08,1.4781092186253454e-08,0.3356454,abundance,0.2753792,abundance,sigma1258.92541_W0.0242220294_l1e-04_h1e+06.txt
1258.92541,0.0477471406,3.807712992664203e-07,2.545728187087845e-07,2.545646749893182e-07,2.545764074463881e-07,4.707856,abundance,3.761849,abundance,sigma1258.92541_W0.0477471406_l1e-04_h1e+06.txt
1258.92541,0.0941204967,4.478786892077492e-06,2.9930255165961153e-06,2.9930255165961153e-06,2.993183810955152e-06,45.82493,abundance,45.82493,abundance,sigma1258.92541_W0.0941204967_l1e-04_h1e+06.txt
1258.92541,0.185532951,3.8254599908253726e-05,2.556657824374061e-05,2.5564091975990217e-05,2.5567645918872026e-05,611.9929,abundance,464.1895,abundance,sigma1258.92541_W0.185532951_l1e-04_h1e+06.txt
1258.92541,0.365727734,0.0002295763903266,0.00015342475219203635,0.00015342475219203635,0.00015343973790203467,6512.88,abundance,6512.88,abundance,sigma1258.92541_W0.365727734_l1e-04_h1e+06.txt
1258.92541,0.72093272,0.0009937177581815,0.000663995045421396,0.0006636652493109881,0.0006641276787593237,71437.17,abundance,51490.47,abundance,sigma1258.92541_W0.72093272_l1e-04_h1e+06.txt
1258.92541,10.8853427,0.0102926212514759,0.019598281192838605,0.01911506127643189,0.020104668848743252,427653700.0,abundance,283011300.0,abundance,sigma1258.92541_W10.8853427_l1e-04_h1e+06.txt
1258.92541,1258.92541,0.0102518208132335,0.04172836196177635,0.032025551781247184,0.0634334113637014,11625190000.0,abundance,3369261000.0,abundance,sigma1258.92541_W1258.92541_l1e-04_h1e+06.txt
1258.92541,1.42112271,0.0032247547879138,0.0021545190721506905,0.0021525422744757294,0.0021553317111954913,797814.3,abundance,560862.9,abundance,sigma1258.92541_W1.42112271_l1e-04_h1e+06.txt
1258.92541,164.35748,0.0102513933629003,0.04176233009210906,0.03207936292867167,0.06331244692581954,11625190000.0,abundance,3369261000.0,abundance,sigma1258.92541_W164.35748_l1e-04_h1e+06.txt
1258.92541,21.4574914,0.0102788415324943,0.030909844285909663,0.02910208879622401,0.03469820740646248,2229699000.0,abundance,1475563000.0,abundance,sigma1258.92541_W21.4574914_l1e-04_h1e+06.txt
1258.92541,2.80135676,0.0074180259297999,0.005354376857335696,0.005333184883794443,0.005366097137638639,6344158.0,abundance,4350557.0,abundance,sigma1258.92541_W2.80135676_l1e-04_h1e+06.txt
1258.92541,323.986054,0.010252209289615,0.04170569672406492,0.032018973606355375,0.06336194381137585,11625190000.0,abundance,3369261000.0,abundance,sigma1258.92541_W323.986054_l1e-04_h1e+06.txt
1258.92541,42.2976062,0.0102570372576978,0.04162606258727054,0.03440022162478024,0.056535092164222,7693283000.0,abundance,3369261000.0,abundance,sigma1258.92541_W42.2976062_l1e-04_h1e+06.txt
1258.92541,5.52211267,0.0099489123160834,0.010994487933862717,0.010859033159873742,0.011103004095560497,48450880.0,abundance,32426380.0,abundance,sigma1258.92541_W5.52211267_l1e-04_h1e+06.txt
1258.92541,638.650355,0.0102519800941381,0.0417170465767708,0.03202446891484747,0.06342427459417327,11625190000.0,abundance,3369261000.0,abundance,sigma1258.92541_W638.650355_l1e-04_h1e+06.txt
1258.92541,83.3782223,0.0102525787365826,0.042854325725676864,0.032470330672754656,0.06400058520773223,11625190000.0,abundance,3369261000.0,abundance,sigma1258.92541_W83.3782223_l1e-04_h1e+06.txt
12603.8293,0.01,1.8063100865016412e-05,1.459668978281531e-05,1.459668892468029e-05,1.4596690053970996e-05,0.2603057,abundance,0.2159476,abundance,sigma12603.8293_W0.01_l1e-04_h1e+06.txt
12.60872,0.01,1.2759045604641284e-29,4.647029909915292e-29,4.647029909915292e-29,4.647029909915292e-29,0.006866308,array_max,0.006866308,array_max,sigma12.60872_W0.01_l1e-04_h1e+06.txt
12633.0303,0.01,1.8211234734564257e-05,1.471521384252625e-05,1.471521296598356e-05,1.4715214119937842e-05,0.2603057,abundance,0.2159476,abundance,sigma12633.0303_W0.01_l1e-04_h1e+06.txt
12662.299,0.01,1.835458786033302e-05,1.4830351561847129e-05,1.4830350669003736e-05,1.4830351847203132e-05,0.2603057,abundance,0.2159476,abundance,sigma12662.299_W0.01_l1e-04_h1e+06.txt
12691.6354,0.01,1.8507972783635756e-05,1.4952962837367896e-05,1.4952961926976766e-05,1.4952963130614635e-05,0.260345,abundance,0.2159798,abundance,sigma12691.6354_W0.01_l1e-04_h1e+06.txt
12.69583,0.08959332,4.645138859909638e-20,3.115249803773826e-20,3.115249803773826e-20,3.115249803773826e-20,53.69019,array_max,53.69019,array_max,sigma12.69583_W0.08959332_l1e-04_h1e+06.txt
1271.0618,0.016155981,3.637501211224727e-09,2.547962909097624e-09,2.547830026673549e-09,2.5480398177330303e-09,0.0725099,abundance,0.06043044,abundance,sigma1271.0618_W0.016155981_l1e-04_h1e+06.txt
1271.0618,0.01,2.8677836932151895e-10,2.534371619515316e-10,2.534186259938072e-10,2.534510139901575e-10,0.01129125,abundance,0.009589703,abundance,sigma1271.0618_W0.01_l1e-04_h1e+06.txt
1271.0618,0.0261015722,3.2723463079629203e-08,2.2010817714150963e-08,2.2009596651463174e-08,2.2011642037109735e-08,0.420377,abundance,0.3438565,abundance,sigma1271.0618_W0.0261015722_l1e-04_h1e+06.txt
1271.0618,0.0421696503,2.4174197287705857e-07,1.6167538503532746e-07,1.616662186411347e-07,1.6168009697965626e-07,2.617093,abundance,2.101151,abundance,sigma1271.0618_W0.0421696503_l1e-04_h1e+06.txt
1271.0618,0.0681292069,1.5030364237867356e-06,1.004517695702844e-06,1.0044795167556416e-06,1.0045338694894684e-06,17.45288,abundance,13.75427,abundance,sigma1271.0618_W0.0681292069_l1e-04_h1e+06.txt
1271.0618,0.110069417,7.880227127833847e-06,5.266307828507812e-06,5.265991606279916e-06,5.266444967598937e-06,95.78161,abundance,74.10587,abundance,sigma1271.0618_W0.110069417_l1e-04_h1e+06.txt
1271.0618,0.177827941,3.482689526962828e-05,2.327529581749345e-05,2.327326432816471e-05,2.3276160137894487e-05,539.9459,abundance,410.1804,abundance,sigma1271.0618_W0.177827941_l1e-04_h1e+06.txt
1271.0618,0.287298483,0.0001297779951937,8.673413090674427e-05,8.672343911669555e-05,8.673799336936103e-05,3122.948,abundance,2329.71,abundance,sigma1271.0618_W0.287298483_l1e-04_h1e+06.txt
1271.0618,0.464158883,0.0004087363029158,0.0002731663129899528,0.00027312447884829513,0.0002731806890020189,18547.43,abundance,13588.92,abundance,sigma1271.0618_W0.464158883_l1e-04_h1e+06.txt
1271.0618,0.749894209,0.0010989112858026,0.000734268559461791,0.0007338694807807484,0.0007344320304459789,81313.7,abundance,58517.35,abundance,sigma1271.0618_W0.749894209_l1e-04_h1e+06.txt
1271.0618,1000.0,0.0103035715236027,0.04175624768109987,0.032055303726553526,0.06345808932665695,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W1000.0_l1e-04_h1e+06.txt
1271.0618,1.21152766,0.0025473969745028,0.001701998520604219,0.0017009326302914708,0.0017024115449142977,493771.6,abundance,349121.4,abundance,sigma1271.0618_W1.21152766_l1e-04_h1e+06.txt
1271.0618,13.3352143,0.0103159414478115,0.02259990893731545,0.02177776631979964,0.023763175138843674,646220500.0,abundance,427653700.0,abundance,sigma1271.0618_W13.3352143_l1e-04_h1e+06.txt
1271.0618,146.779927,0.0103046148162319,0.041822543383310685,0.03213566070386788,0.06332980353382149,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W146.779927_l1e-04_h1e+06.txt
1271.0618,1.95734178,0.0051402516148627,0.003457378797831996,0.00345083945380705,0.003460411317680139,2159062.0,abundance,1499830.0,abundance,sigma1271.0618_W1.95734178_l1e-04_h1e+06.txt
1271.0618,21.5443469,0.0103328548871351,0.031032152197654414,0.029189039078731816,0.03496491800692354,2229699000.0,abundance,1475563000.0,abundance,sigma1271.0618_W21.5443469_l1e-04_h1e+06.txt
1271.0618,237.137371,0.0103041054623684,0.04170444227535716,0.03205884903344073,0.06334414551057385,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W237.137371_l1e-04_h1e+06.txt
1271.0618,3.16227766,0.0082192201903676,0.006253616760296118,0.006222697758976817,0.006271658888571639,9213460.0,abundance,6290032.0,abundance,sigma1271.0618_W3.16227766_l1e-04_h1e+06.txt
1271.0618,34.8070059,0.0103131184060441,0.03823006636144698,0.03193335859080464,0.05040566674680002,5091236000.0,abundance,2229699000.0,abundance,sigma1271.0618_W34.8070059_l1e-04_h1e+06.txt
1271.0618,383.118685,0.01030342595458,0.041716461773771876,0.0320517214092699,0.063404428204507,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W383.118685_l1e-04_h1e+06.txt
1271.0618,5.10896977,0.0098531049558345,0.010276346956961734,0.010162785951296495,0.01036259142803666,38746570.0,abundance,26001150.0,abundance,sigma1271.0618_W5.10896977_l1e-04_h1e+06.txt
1271.0618,56.2341325,0.010307691588724,0.044721071486188486,0.0333602294854806,0.06267905400451218,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W56.2341325_l1e-04_h1e+06.txt
1271.0618,618.965819,0.0103037256036435,0.04175668509154596,0.03205854901080754,0.06345809284017556,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W618.965819_l1e-04_h1e+06.txt
1271.0618,8.25404185,0.0102595470102813,0.015756273155695704,0.015472128051635411,0.01600394559652294,187290300.0,abundance,123944300.0,abundance,sigma1271.0618_W8.25404185_l1e-04_h1e+06.txt
1271.0618,90.8517576,0.010306129389933,0.04256448878480531,0.03238374141114171,0.06388045091205562,11625190000.0,abundance,3369261000.0,abundance,sigma1271.0618_W90.8517576_l1e-04_h1e+06.txt
12721.0398,0.01,1.8654265364366936e-05,1.5071033019841939e-05,1.5071032116090061e-05,1.5071033311181697e-05,0.2614542,abundance,0.216888,abundance,sigma12721.0398_W0.01_l1e-04_h1e+06.txt
12750.5124,0.01,1.8808727659342463e-05,1.5195244616043871e-05,1.5195243711532735e-05,1.5195244903038319e-05,0.2625689,abundance,0.2178008,abundance,sigma12750.5124_W0.01_l1e-04_h1e+06.txt
1275.78,0.4797027,0.0004452913999293,0.0002975952751060046,0.00029754591150194713,0.0002976124344035713,20650.44,abundance,15110.02,abundance,sigma1275.78_W0.4797027_l1e-02_h1e+06.txt
12780.0532,0.01,1.8962471946824315e-05,1.5319049295224753e-05,1.531904837146786e-05,1.5319049589843574e-05,0.2625689,abundance,0.2178008,abundance,sigma12780.0532_W0.01_l1e-04_h1e+06.txt
12809.6625,0.01,1.9115786526323277e-05,1.544339528158095e-05,1.5443394339981893e-05,1.5443395583672313e-05,0.2626064,abundance,0.2178315,abundance,sigma12809.6625_W0.01_l1e-04_h1e+06.txt
1282.326,0.5477681,0.0005988286023389,0.0004001892094488686,0.0004000944833684241,0.0004002245483537477,31134.05,abundance,22667.85,abundance,sigma1282.326_W0.5477681_l1e-04_h1e+06.txt
1283.156,0.2575316,9.996185952940302e-05,6.680681264301471e-05,6.680065265287911e-05,6.680896169922347e-05,2245.479,abundance,1681.914,abundance,sigma1283.156_W0.2575316_l1e-02_h1e+06.txt
12839.3404,0.01,1.9268207126104943e-05,1.5563752458250923e-05,1.5563751522616846e-05,1.5563752756532424e-05,0.2637267,abundance,0.2187487,abundance,sigma12839.3404_W0.01_l1e-04_h1e+06.txt
12869.0871,0.01,1.942866062189148e-05,1.5693489321222342e-05,1.5693488387312085e-05,1.569348961961345e-05,0.2648524,abundance,0.2196704,abundance,sigma12869.0871_W0.01_l1e-04_h1e+06.txt
12898.9026,0.01,1.959164956030072e-05,1.582194920827193e-05,1.5821948260176544e-05,1.5821949513720176e-05,0.2648524,abundance,0.2196704,abundance,sigma12898.9026_W0.01_l1e-04_h1e+06.txt
12909.21,0.194759,0.0057981886486361,0.0038742370528252776,0.0038742370528252776,0.003874268901121877,10462.2,abundance,10462.2,abundance,sigma12909.21_W0.194759_l1e-04_h1e+06.txt
1.29155,0.03593814,5.032257252447652e-36,3.470585133163347e-36,3.470585133163347e-36,3.470585133163347e-36,0.04687992,array_max,0.04687992,array_max,sigma1.29155_W0.03593814_l1e-02_h1e+06.txt
1.29155,0.129155,1.1411230823740609e-29,7.661483691282658e-30,7.661483691282658e-30,7.661483691282658e-30,12.24944,array_max,12.24944,array_max,sigma1.29155_W0.129155_l1e-02_h1e+06.txt
1.29155,0.4641589,1.6101869750244647e-24,1.08607557289226e-24,1.08607557289226e-24,1.08607557289226e-24,2371.057,array_max,2371.057,array_max,sigma1.29155_W0.4641589_l1e-02_h1e+06.txt
1.29155,1000.0,5.485732460616787e-13,5.035171728321106e-08,5.035171728321106e-08,7.7745021154458e-08,15000000000.0,mass_ratio,15000000000.0,mass_ratio,sigma1.29155_W1000.0_l1e-02_h1e+06.txt
129.155,1000.0,0.0005652417374726,0.01989956742152922,0.012659418247800728,0.0398376495968845,7831793000.0,abundance,2288613000.0,abundance,sigma129.155_W1000.0_l1e-02_h1e+06.txt
129.155,10.0,0.0003868608917225,0.0005277074393717928,0.0005040466574033629,0.0005606698307333021,15912390.0,abundance,10673840.0,abundance,sigma129.155_W10.0_l1e-02_h1e+06.txt
129.155,129.155,0.0005635365558714,0.01598263185985293,0.012035052663219269,0.028744294425496524,5197146000.0,abundance,2288613000.0,abundance,sigma129.155_W129.155_l1e-02_h1e+06.txt
1.29155,1.668101,6.063280690318667e-20,4.089523833729489e-20,4.089523833729489e-20,4.089523833729489e-20,375964.6,array_max,375964.6,array_max,sigma1.29155_W1.668101_l1e-02_h1e+06.txt
129.155,16.68101,0.0004947679906364,0.0014412456624889663,0.0012751973256631029,0.0015554565897202854,86060170.0,abundance,37897420.0,abundance,sigma129.155_W16.68101_l1e-02_h1e+06.txt
1.29155,21.54435,1.8781010153365194e-13,5.321532331570235e-13,5.321532331570235e-13,5.321532331570235e-13,5638743000.0,array_max,5638743000.0,array_max,sigma1.29155_W21.54435_l1e-02_h1e+06.txt
129.155,215.4435,0.0005644928745722,0.019500138176801175,0.012451443938154193,0.03570413775839305,7831793000.0,abundance,2288613000.0,abundance,sigma129.155_W215.4435_l1e-02_h1e+06.txt
1.29155,278.2559,5.47369915346354e-13,1.5936141659500412e-08,1.5936141659500412e-08,1.816100291377336e-08,15000000000.0,mass_ratio,15000000000.0,mass_ratio,sigma1.29155_W278.2559_l1e-02_h1e+06.txt
129.155,27.82559,0.0005387877089236,0.0032828388976424935,0.0030400030185359656,0.0038632807940948066,294503900.0,abundance,195431600.0,abundance,sigma129.155_W27.82559_l1e-02_h1e+06.txt
129.155,359.3814,0.0005650193316559,0.01987251823320619,0.012597673860945282,0.03866613888650589,7831793000.0,abundance,2288613000.0,abundance,sigma129.155_W359.3814_l1e-02_h1e+06.txt
129.155,46.41589,0.000555482041491,0.006624247080167401,0.005372260085687658,0.008839779845687078,1007813000.0,abundance,443800000.0,abundance,sigma129.155_W46.41589_l1e-02_h1e+06.txt
1.29155,5.994843,4.771224906740315e-16,3.214202889643801e-16,3.214202889643801e-16,3.214202889643801e-16,50307580.0,array_max,50307580.0,array_max,sigma1.29155_W5.994843_l1e-02_h1e+06.txt
129.155,599.4843,0.0005651643005166,0.01987254547196543,0.012640386067170375,0.039486094455083665,7831793000.0,abundance,2288613000.0,abundance,sigma129.155_W599.4843_l1e-02_h1e+06.txt
1.29155,77.42637,5.11303130104662e-13,2.1882399357698875e-10,2.1882399357698875e-10,2.1882411902778203e-10,15000000000.0,mass_ratio,15000000000.0,mass_ratio,sigma1.29155_W77.42637_l1e-02_h1e+06.txt
129.155,77.42637,0.0005614584642246,0.01217537763011453,0.008372360692654493,0.017942456490666392,3448805000.0,abundance,1007813000.0,abundance,sigma129.155_W77.42637_l1e-02_h1e+06.txt
12928.7872,0.01,1.9761189015253467e-05,1.595795182417424e-05,1.595795085848708e-05,1.5957952135207635e-05,0.2648524,abundance,0.2196704,abundance,sigma12928.7872_W0.01_l1e-04_h1e+06.txt
1292.895,1.62008,0.0040611251267831,0.002715024533469021,0.0027116796834574216,0.0027165428511012127,1221679.0,abundance,854468.0,abundance,sigma1292.895_W1.62008_l1e-04_h1e+06.txt
1293.108,0.08237812,3.163313550405046e-06,2.113963575323207e-06,2.113963575323207e-06,2.1140352284253273e-06,31.3131,abundance,31.3131,abundance,sigma1293.108_W0.08237812_l1e-02_h1e+06.txt
12945.07,0.2776262,0.0080986497352387,0.005410048778898847,0.00540988775655254,0.005410084644343555,43617.03,abundance,31870.48,abundance,sigma12945.07_W0.2776262_l1e-04_h1e+06.txt
1295.784,0.1836126,4.105747225065227e-05,2.743942265709398e-05,2.743679718060836e-05,2.7440547671569026e-05,605.78,abundance,459.5354,abundance,sigma1295.784_W0.1836126_l1e-04_h1e+06.txt
12958.7411,0.01,1.9938908406261503e-05,1.6097101584205134e-05,1.60971006003094e-05,1.6097101906674036e-05,0.2648881,abundance,0.2196996,abundance,sigma12958.7411_W0.01_l1e-04_h1e+06.txt
1298.759,2.66307,0.0073653473841612,0.005240535129040368,0.00522161042377091,0.005250931705293449,5589179.0,abundance,3838644.0,abundance,sigma1298.759_W2.66307_l1e-04_h1e+06.txt
12988.7644,0.01,2.011693293294467e-05,1.623840030384597e-05,1.623839932857254e-05,1.62384006208056e-05,0.2660195,abundance,0.2206259,abundance,sigma12988.7644_W0.01_l1e-04_h1e+06.txt
12998.43,0.1689384,0.0050577162201771,0.0033799936000674345,0.0033799936000674345,0.0033800096328825352,6761.148,abundance,6761.148,abundance,sigma12998.43_W0.1689384_l1e-04_h1e+06.txt
1300.451,0.01,3.3020990965609346e-10,2.9217955398715803e-10,2.9215936055369154e-10,2.921956128522704e-10,0.01152729,abundance,0.00978726,abundance,sigma1300.451_W0.01_l1e-04_h1e+06.txt
13018.8572,0.01,2.0289143204111328e-05,1.637460256882713e-05,1.6374601578390268e-05,1.6374602892019714e-05,0.2660195,abundance,0.2206259,abundance,sigma13018.8572_W0.01_l1e-04_h1e+06.txt
1304.417,0.1757679,3.689950620635064e-05,2.4660322523043118e-05,2.4658210737059486e-05,2.4661222756073576e-05,529.605,abundance,402.4214,abundance,sigma1304.417_W0.1757679_l1e-02_h1e+06.txt
13049.0198,0.01,2.0448540020391287e-05,1.650196686396792e-05,1.6501965849639877e-05,1.6501967197633426e-05,0.2660533,abundance,0.2206536,abundance,sigma13049.0198_W0.01_l1e-04_h1e+06.txt
13079.2522,0.01,2.0614131951674315e-05,1.6633832903332843e-05,1.6633831884369392e-05,1.663383323796169e-05,0.2668531,abundance,0.2212923,abundance,sigma13079.2522_W0.01_l1e-04_h1e+06.txt
1310.75,1.961484,0.0054043243334265,0.003637465434153895,0.0036302709630105312,0.0036408472935618554,2206287.0,abundance,1532239.0,abundance,sigma1310.75_W1.961484_l1e-02_h1e+06.txt
13109.5547,0.01,2.0780269480996485e-05,1.6768817553451864e-05,1.676881654206677e-05,1.6768817882521697e-05,0.2679944,abundance,0.2222265,abundance,sigma13109.5547_W0.01_l1e-04_h1e+06.txt
13.1113394,0.0140300372,4.7534138904183746e-27,5.802730257272138e-27,5.802730257272138e-27,5.802730257272138e-27,0.02969656,array_max,0.02969656,array_max,sigma13.1113394_W0.0140300372_l1e-04_h1e+06.txt
131.113394,0.0140300372,1.0781072818501814e-16,8.37036924456562e-17,8.37036924456562e-17,8.37036924456562e-17,0.5019874,array_max,0.5019874,array_max,sigma131.113394_W0.0140300372_l1e-04_h1e+06.txt
13.1113394,0.0196841945,4.263175813411464e-26,3.5330139980653786e-26,3.5330139980653786e-26,3.5330139980653786e-26,0.1210308,array_max,0.1210308,array_max,sigma13.1113394_W0.0196841945_l1e-04_h1e+06.txt
131.113394,0.0196841945,7.809217587582857e-16,4.824171314248068e-17,5.478075735516935e-16,5.478075735516935e-16,0.0001490677,abundance,1.910177,array_max,sigma131.113394_W0.0196841945_l1e-04_h1e+06.txt
13.1113394,0.01,1.6392396049066425e-29,5.526538540498652e-29,5.526538540498652e-29,5.526538540498652e-29,0.007259318,array_max,0.007259318,array_max,sigma13.1113394_W0.01_l1e-04_h1e+06.txt
131.113394,0.01,4.641661452159045e-18,6.533445733320625e-18,6.533445733320625e-18,6.533445733320625e-18,0.1307155,array_max,0.1307155,array_max,sigma131.113394_W0.01_l1e-04_h1e+06.txt
