sigma,omega,fdm_s1,fdm_cut_N1,fdm_cut_N3,fdm_full,M_cut_N1,binds_N1,M_cut_N3,binds_N3,file
3162.27766,618.965819,0.0146214113140117,0.044647177480719974,0.03488507209774755,0.06632475390473141,11646020000.0,abundance,3378593000.0,abundance,sigma3162.27766_W618.965819_l1e-04_h1e+06.txt
31622.7766,638.650355,0.0208473376074765,0.047457569070850934,0.03814710070949587,0.0674309536216508,11625190000.0,abundance,3369261000.0,abundance,sigma31622.7766_W638.650355_l1e-04_h1e+06.txt
316.227766,6.61474064,0.0019555279318903,0.002004772292685812,0.0019770689271857095,0.0020277998762096992,19744350.0,abundance,13297480.0,abundance,sigma316.227766_W6.61474064_l1e-04_h1e+06.txt
3162.27766,6.61474064,0.0150053628553962,0.021874707751354174,0.021535379747379093,0.022121931648045504,284349700.0,abundance,188237300.0,abundance,sigma3162.27766_W6.61474064_l1e-04_h1e+06.txt
31622.7766,6.61474064,0.0208706329653891,0.03657678272966787,0.03445047221300096,0.0403273218069336,1475563000.0,abundance,976493200.0,abundance,sigma31622.7766_W6.61474064_l1e-04_h1e+06.txt
316.227766,70.1703829,0.0027887358823721,0.030282707545996067,0.021971335253192892,0.04087355244917508,7704498000.0,abundance,2234451000.0,abundance,sigma316.227766_W70.1703829_l1e-04_h1e+06.txt
3162.27766,70.1703829,0.0146252953952628,0.044371120552961434,0.03465810188042057,0.06574085121706463,11646020000.0,abundance,3378593000.0,abundance,sigma3162.27766_W70.1703829_l1e-04_h1e+06.txt
31622.7766,70.1703829,0.0208494237828921,0.04763419342802279,0.03827013860572817,0.06893564457623474,11625190000.0,abundance,3369261000.0,abundance,sigma31622.7766_W70.1703829_l1e-04_h1e+06.txt
316.227766,744.380301,0.0027971017415776,0.034599411898418114,0.024579163141482924,0.055618848221672186,11639530000.0,abundance,3375686000.0,abundance,sigma316.227766_W744.380301_l1e-04_h1e+06.txt
3162.27766,744.380301,0.0146213779529095,0.04465607745163579,0.03488514522325339,0.06636489617612097,11646020000.0,abundance,3378593000.0,abundance,sigma3162.27766_W744.380301_l1e-04_h1e+06.txt
31622.7766,744.380301,0.0208474585849816,0.04749029140754064,0.03815471650926913,0.06743088221160985,11625190000.0,abundance,3369261000.0,abundance,sigma31622.7766_W744.380301_l1e-04_h1e+06.txt
3162.27766,8.25404185,0.0148270370730263,0.024678915447423316,0.023980556543313068,0.025424416674798906,429536400.0,abundance,284349700.0,abundance,sigma3162.27766_W8.25404185_l1e-04_h1e+06.txt
31622.7766,83.3782223,0.0208482474343495,0.04657041528601782,0.03750830975142553,0.06749683378892474,11625190000.0,abundance,3369261000.0,abundance,sigma31622.7766_W83.3782223_l1e-04_h1e+06.txt
316.227766,8.88623816,0.0023089274769984,0.003231126689257977,0.0031677403997980823,0.0032918596804334486,46806870.0,abundance,31195510.0,abundance,sigma316.227766_W8.88623816_l1e-04_h1e+06.txt
3162.27766,8.88623816,0.0147874295999551,0.02602488365452525,0.025373040447489163,0.02663939881173775,648854300.0,abundance,429536400.0,abundance,sigma3162.27766_W8.88623816_l1e-04_h1e+06.txt
31622.7766,8.88623816,0.0208038896940913,0.041937893666025294,0.03897470097651104,0.04853183914763985,3369261000.0,abundance,2229699000.0,abundance,sigma31622.7766_W8.88623816_l1e-04_h1e+06.txt
3162.27766,90.8517576,0.0146234424491913,0.044320804437478475,0.03471122164025741,0.06579029651100383,11646020000.0,abundance,3378593000.0,abundance,sigma3162.27766_W90.8517576_l1e-04_h1e+06.txt
316.227766,94.2668455,0.0027923359499506,0.03141542862092457,0.024977633182875863,0.04857768315548878,7704498000.0,abundance,3375686000.0,abundance,sigma316.227766_W94.2668455_l1e-04_h1e+06.txt
3162.27766,94.2668455,0.0146232358118561,0.04433422165485179,0.03472279390947711,0.0658170551058721,11646020000.0,abundance,3378593000.0,abundance,sigma3162.27766_W94.2668455_l1e-04_h1e+06.txt
31622.7766,94.2668455,0.0208478234734689,0.046704331758088406,0.03763049435073119,0.06720721262101505,11625190000.0,abundance,3369261000.0,abundance,sigma31622.7766_W94.2668455_l1e-04_h1e+06.txt
31685.03,34.11679,0.0208559269175772,0.048020296310167285,0.03842821818292443,0.06942934627048648,11625190000.0,abundance,3369261000.0,abundance,sigma31685.03_W34.11679_l1e-04_h1e+06.txt
31.73836,21.74309,8.228740727350037e-06,2.3957126698724626e-05,1.2557489591288879e-05,4.313936704262177e-05,11045390.0,abundance,3226562.0,abundance,sigma31.73836_W21.74309_l1e-02_h1e+06.txt
31805.5,15.53688,0.0208473260614853,0.05130634931519158,0.03955770036462889,0.06679794535704098,11625190000.0,abundance,3369261000.0,abundance,sigma31805.5_W15.53688_l1e-04_h1e+06.txt
31836.08,12.04276,0.020872753756083,0.048415255463045884,0.04086838710643947,0.05886951281107362,7693283000.0,abundance,3369261000.0,abundance,sigma31836.08_W12.04276_l1e-04_h1e+06.txt
31.86807,0.01,1.848876902834478e-24,4.686562035947989e-24,4.686562035947989e-24,4.686562035947989e-24,0.02385991,array_max,0.02385991,array_max,sigma31.86807_W0.01_l1e-04_h1e+06.txt
318.9344,0.1801842,1.0020096286048108e-07,6.684861329720149e-08,6.684861329720149e-08,6.702355968480906e-08,65.32846,abundance,65.32846,abundance,sigma318.9344_W0.1801842_l1e-04_h1e+06.txt
31969.03,792.561,0.0208676960503755,0.04754931552784006,0.03818843720000062,0.06748287466927533,11625190000.0,abundance,3369261000.0,abundance,sigma31969.03_W792.561_l1e-04_h1e+06.txt
3197.732,0.3667845,0.0019369147614068,0.0012937299315864926,0.0012937299315864926,0.001293802013873971,18653.35,abundance,18653.35,abundance,sigma3197.732_W0.3667845_l1e-04_h1e+06.txt
32008.65,9.381024,0.0208425283302702,0.044979432885993764,0.03879208641963143,0.050400182186710135,5095509000.0,abundance,2232070000.0,abundance,sigma32008.65_W9.381024_l1e-04_h1e+06.txt
3.210643,0.2482252,8.894164049027157e-23,6.00639909581611e-23,6.00639909581611e-23,6.00639909581611e-23,597.9472,array_max,597.9472,array_max,sigma3.210643_W0.2482252_l1e-04_h1e+06.txt
32106.65,5.544501,0.0208308171847126,0.034080732138875955,0.03241837778891535,0.0364100667511625,977750200.0,abundance,647124700.0,abundance,sigma32106.65_W5.544501_l1e-04_h1e+06.txt
32110.41,58.16724,0.0208761853367388,0.047455478940516355,0.037986960540006734,0.06902323816947833,11632350000.0,abundance,3372467000.0,abundance,sigma32110.41_W58.16724_l1e-04_h1e+06.txt
32201.69,5.474019,0.0208388632540162,0.034025498807923785,0.03241359881551264,0.03616845281470312,977750200.0,abundance,647124700.0,abundance,sigma32201.69_W5.474019_l1e-04_h1e+06.txt
3223.542,2.80135676,0.0151589815344954,0.012521218823675542,0.01246991283657939,0.01254747566934905,19145450.0,abundance,13021640.0,abundance,sigma3223.542_W2.80135676_l1e-04_h1e+06.txt
3.236437,0.01,9.582476329868725e-38,2.1113320889042026e-36,2.1113320889042026e-36,2.1113320889042026e-36,0.0007561432,array_max,0.0007561432,array_max,sigma3.236437_W0.01_l1e-04_h1e+06.txt
3238.602,0.1099179,0.000177407222437,0.0001185198976735819,0.00011851886575571008,0.00011852020804154357,339.0428,abundance,260.0141,abundance,sigma3238.602_W0.1099179_l1e-04_h1e+06.txt
32.41828,0.1814419,2.7507862101652488e-14,1.841584765449695e-14,1.841584765449695e-14,1.841584765449695e-14,2471.508,array_max,2471.508,array_max,sigma32.41828_W0.1814419_l1e-04_h1e+06.txt
327.3811,4.805541,0.0015531974797903,0.0012347019079645767,0.001223434414901857,0.001242762816891918,7907962.0,abundance,5387392.0,abundance,sigma327.3811_W4.805541_l1e-02_h1e+06.txt
32.80487,28.36257,1.0201925802822616e-05,5.226240943959408e-05,2.7507360934537926e-05,9.825241936150423e-05,24419520.0,abundance,7105239.0,abundance,sigma32.80487_W28.36257_l1e-02_h1e+06.txt
32.83103,285.3227,1.1651716284145131e-05,0.0012768620154391301,0.0003780002057889376,0.006007053686332916,1496002000.0,abundance,191132600.0,abundance,sigma32.83103_W285.3227_l1e-02_h1e+06.txt
3286.84,0.01,6.099637162203338e-08,5.121971322766961e-08,5.121960292068597e-08,5.1219768921013616e-08,0.04561037,abundance,0.03836457,abundance,sigma3286.84_W0.01_l1e-04_h1e+06.txt
32.93386,981.2156,1.1792644480863938e-05,0.0013414647823061653,0.0005008109059947124,0.008007949013266883,1497769000.0,abundance,288909800.0,abundance,sigma32.93386_W981.2156_l1e-02_h1e+06.txt
32989.82,3.784521,0.0208882472866019,0.029222801037013926,0.028488154905870748,0.029795428818291465,428624600.0,abundance,283701500.0,abundance,sigma32989.82_W3.784521_l1e-04_h1e+06.txt
33.09988,853.469,1.2002873676995302e-05,0.0013504341099557632,0.0005046559184491045,0.008003491646260012,1490034000.0,abundance,286851200.0,abundance,sigma33.09988_W853.469_l1e-02_h1e+06.txt
33.10247,0.01,2.4877696687786287e-24,5.9741305762086666e-24,5.9741305762086666e-24,5.9741305762086666e-24,0.02502189,array_max,0.02502189,array_max,sigma33.10247_W0.01_l1e-02_h1e+06.txt
33.10247,0.03162278,1.322260263441385e-19,8.864848925507112e-20,8.864848925507112e-20,8.864848925507112e-20,2.611228,array_max,2.611228,array_max,sigma33.10247_W0.03162278_l1e-02_h1e+06.txt
33.10247,0.1,6.235817215225888e-16,4.1732065797939514e-16,4.1732065797939514e-16,4.1732065797939514e-16,247.7634,array_max,247.7634,array_max,sigma33.10247_W0.1_l1e-02_h1e+06.txt
33.10247,0.3162278,9.668372294143378e-13,6.474247499691637e-13,6.474247499691637e-13,6.474247499691637e-13,21586.15,array_max,21586.15,array_max,sigma33.10247_W0.3162278_l1e-02_h1e+06.txt
33.10247,1.0,6.479856872895994e-10,1.0458364241680627e-10,1.343648687099419e-11,4.34470683448002e-10,149.2303,abundance,24.24054,abundance,sigma33.10247_W1.0_l1e-02_h1e+06.txt
3317.67113,0.016155981,4.953121163887441e-07,3.4661476004917133e-07,3.466137753582299e-07,3.466152868338464e-07,0.2668246,abundance,0.2202529,abundance,sigma3317.67113_W0.016155981_l1e-04_h1e+06.txt
3317.67113,0.01,6.343153861290102e-08,5.334233829791313e-08,5.3342222142397726e-08,5.334239591237993e-08,0.04597945,abundance,0.03867078,abundance,sigma3317.67113_W0.01_l1e-04_h1e+06.txt
3317.67113,0.0261015722,2.870123586676517e-06,1.935282923773737e-06,1.935276259423011e-06,1.935285415285304e-06,1.653216,abundance,1.339537,abundance,sigma3317.67113_W0.0261015722_l1e-04_h1e+06.txt
3317.67113,0.0421696503,1.3787200813429362e-05,9.227922885453913e-06,9.227922885453913e-06,9.227951573845526e-06,8.74283,abundance,8.74283,abundance,sigma3317.67113_W0.0421696503_l1e-04_h1e+06.txt
3317.67113,0.0681292069,5.570108201772064e-05,3.7224514274476216e-05,3.722433111492356e-05,3.722457197630485e-05,60.89305,abundance,47.54903,abundance,sigma3317.67113_W0.0681292069_l1e-04_h1e+06.txt
3317.67113,0.110069417,0.0001899456072804,0.00012689560688372694,0.00012689446357128098,0.0001268959505458274,346.5068,abundance,265.6674,abundance,sigma3317.67113_W0.110069417_l1e-04_h1e+06.txt
3317.67113,0.177827941,0.0005510229175795,0.0003680766193232791,0.0003680766193232791,0.00036808327144148106,1523.153,abundance,1523.153,abundance,sigma3317.67113_W0.177827941_l1e-04_h1e+06.txt
3317.67113,0.287298483,0.0013680953208911,0.0009138153336733425,0.0009138153336733425,0.0009138396367184386,8954.484,abundance,8954.484,abundance,sigma3317.67113_W0.287298483_l1e-04_h1e+06.txt
3317.67113,0.464158883,0.0029457235084399,0.00196752835423471,0.0019673280858507987,0.0019675864195565903,54628.02,abundance,39672.14,abundance,sigma3317.67113_W0.464158883_l1e-04_h1e+06.txt
3317.67113,0.749894209,0.0055633758028122,0.003715315823079871,0.003715315823079871,0.0037159006830372854,241381.5,abundance,241381.5,abundance,sigma3317.67113_W0.749894209_l1e-04_h1e+06.txt
3317.67113,1000.0,0.0148024947111818,0.044835400873415275,0.03500584361071869,0.06650824723185117,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W1000.0_l1e-04_h1e+06.txt
3317.67113,1.21152766,0.009381378489274,0.006269610362267672,0.0062662940968464965,0.006270781085496524,1505363.0,abundance,1055143.0,abundance,sigma3317.67113_W1.21152766_l1e-04_h1e+06.txt
3317.67113,13.3352143,0.0148716696371339,0.03223596315099865,0.03050872336389312,0.035390529922784845,1480613000.0,abundance,980154100.0,abundance,sigma3317.67113_W13.3352143_l1e-04_h1e+06.txt
3317.67113,146.779927,0.0148037598754695,0.044651520139627476,0.034925992548245514,0.06631582322491847,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W146.779927_l1e-04_h1e+06.txt
3317.67113,1.95734178,0.0136606886696817,0.009642181441074277,0.009624082152522489,0.009649851168958324,6564722.0,abundance,4521864.0,abundance,sigma3317.67113_W1.95734178_l1e-04_h1e+06.txt
3317.67113,21.5443469,0.0148314823028688,0.04117561799259257,0.03494752031654218,0.049424052417077,5103676000.0,abundance,2236602000.0,abundance,sigma3317.67113_W21.5443469_l1e-04_h1e+06.txt
3317.67113,237.137371,0.0148032326494003,0.044837167859832446,0.03496599489617348,0.06660416627502254,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W237.137371_l1e-04_h1e+06.txt
3317.67113,3.16227766,0.0154557239991192,0.013832125172592623,0.013757620820145674,0.013872058800008904,28306070.0,abundance,19163290.0,abundance,sigma3317.67113_W3.16227766_l1e-04_h1e+06.txt
3317.67113,34.8070059,0.0148148302274749,0.04753514186703712,0.03589887369704872,0.06382907063596505,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W34.8070059_l1e-04_h1e+06.txt
3317.67113,383.118685,0.014803031555151,0.04477131665388916,0.035010841646113726,0.06636364189769299,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W383.118685_l1e-04_h1e+06.txt
3317.67113,5.10896977,0.0153162985537074,0.01892254473923085,0.01867792594769564,0.019093645279952262,120548400.0,abundance,80224090.0,abundance,sigma3317.67113_W5.10896977_l1e-04_h1e+06.txt
3317.67113,56.2341325,0.014807504458496,0.044882109012626625,0.03481823345381457,0.06616557679423295,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W56.2341325_l1e-04_h1e+06.txt
3317.67113,618.965819,0.014802629483174,0.044804954629874175,0.03501009708260296,0.06651690414312485,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W618.965819_l1e-04_h1e+06.txt
3317.67113,8.25404185,0.014994884377719,0.024998203126847997,0.024239172979804265,0.025848937689127827,429536400.0,abundance,284349700.0,abundance,sigma3317.67113_W8.25404185_l1e-04_h1e+06.txt
3317.67113,90.8517576,0.0148050057825509,0.04445583357495431,0.03484544051705691,0.06593265251756825,11646020000.0,abundance,3378593000.0,abundance,sigma3317.67113_W90.8517576_l1e-04_h1e+06.txt
33288.11,1217.33,0.0209445982877837,0.04781308659725324,0.03827225270951169,0.06785729699353943,11646020000.0,abundance,3378593000.0,abundance,sigma33288.11_W1217.33_l1e-04_h1e+06.txt
333.8028,0.01,1.3808920007127332e-14,1.4834131010702526e-14,1.3601382841014663e-14,1.563042759221312e-14,0.0008244888,abundance,0.0005274035,abundance,sigma333.8028_W0.01_l1e-04_h1e+06.txt
334.4176,1.121528,7.192171432493428e-05,4.797858370258072e-05,4.797858370258072e-05,4.8117848940083786e-05,50880.52,abundance,50880.52,abundance,sigma334.4176_W1.121528_l1e-04_h1e+06.txt
3345.315,659.9677,0.0148339554010052,0.0448396368310997,0.0350302482915565,0.06654194783355542,11646020000.0,abundance,3378593000.0,abundance,sigma3345.315_W659.9677_l1e-04_h1e+06.txt
33499.91,0.9028747,0.0222258273054818,0.015564310133728944,0.01553986764272235,0.01557201035909106,5251157.0,abundance,3642368.0,abundance,sigma33499.91_W0.9028747_l1e-04_h1e+06.txt
33517.47,25.46558,0.0209533164060437,0.048463361111723995,0.038723112251078565,0.06970731968366374,11646020000.0,abundance,3378593000.0,abundance,sigma33517.47_W25.46558_l1e-04_h1e+06.txt
33530.0,152.9911,0.020957568837295,0.04689328086731671,0.03772761367836276,0.06627811215832857,11646020000.0,abundance,3378593000.0,abundance,sigma33530.0_W152.9911_l1e-04_h1e+06.txt
33553.16,10.95434,0.0209653834175578,0.0449900932048696,0.041381466632577815,0.05620907754956844,5103676000.0,abundance,3378593000.0,abundance,sigma33553.16_W10.95434_l1e-04_h1e+06.txt
33.57,635.1451,1.2603969019331774e-05,0.0013840892121948487,0.0005200609998977538,0.007964877620459769,1486717000.0,abundance,285969800.0,abundance,sigma33.57_W635.1451_l1e-02_h1e+06.txt
3371.803,0.1674103,0.0005060001473491,0.0003380036956255632,0.0003380036956255632,0.0003380086029436094,1280.27,abundance,1280.27,abundance,sigma3371.803_W0.1674103_l1e-04_h1e+06.txt
33.8385515,0.0140300372,2.1772967438222197e-22,2.029837552369117e-22,2.029837552369117e-22,2.029837552369117e-22,0.1015568,array_max,0.1015568,array_max,sigma33.8385515_W0.0140300372_l1e-04_h1e+06.txt
338.385515,0.0140300372,2.449188167645866e-13,1.79267046666995e-13,1.7676613984525523e-13,1.838456415793585e-13,0.003035186,abundance,0.002581991,abundance,sigma338.385515_W0.0140300372_l1e-04_h1e+06.txt
33.8385515,0.0196841945,2.0746901064775207e-21,1.5500439121902416e-21,1.5500439121902416e-21,1.5500439121902416e-21,0.4002153,array_max,0.4002153,array_max,sigma33.8385515_W0.0196841945_l1e-04_h1e+06.txt
338.385515,0.0196841945,1.9800277365557833e-12,1.3371080984130096e-12,1.3246147538627132e-12,1.3562752141883516e-12,0.01366179,abundance,0.01146407,abundance,sigma338.385515_W0.0196841945_l1e-04_h1e+06.txt
33.8385515,0.01,2.9087688662400574e-24,6.765570588862137e-24,6.765570588862137e-24,6.765570588862137e-24,0.02569574,array_max,0.02569574,array_max,sigma33.8385515_W0.01_l1e-04_h1e+06.txt
338.385515,0.01,1.509505082800449e-14,1.6032036909679053e-14,1.4696179710204395e-14,1.6925338492603836e-14,0.0008318058,abundance,0.000531843,abundance,sigma338.385515_W0.01_l1e-04_h1e+06.txt
33.8385515,0.0276169981,6.577373628073561e-20,4.4248715454110117e-20,4.4248715454110117e-20,4.4248715454110117e-20,1.558433,array_max,1.558433,array_max,sigma33.8385515_W0.0276169981_l1e-04_h1e+06.txt
338.385515,0.0276169981,1.181707646702919e-11,7.873282987791573e-12,7.754303330731151e-12,7.937426964486414e-12,0.05728832,abundance,0.03928473,abundance,sigma338.385515_W0.0276169981_l1e-04_h1e+06.txt
33.8385515,0.0387467512,5.463257394020559e-19,3.662421569227937e-19,3.662421569227937e-19,3.662421569227937e-19,6.020014,array_max,6.020014,array_max,sigma33.8385515_W0.0387467512_l1e-04_h1e+06.txt
338.385515,0.0387467512,8.925069036339244e-11,5.939267081000077e-11,5.909686711679797e-11,5.970383699042026e-11,0.2128597,abundance,0.1739445,abundance,sigma338.385515_W0.0387467512_l1e-04_h1e+06.txt
33.8385515,0.0543618362,1.0013834210411637e-17,6.699485921353448e-18,6.699485921353448e-18,6.699485921353448e-18,23.04663,array_max,23.04663,array_max,sigma33.8385515_W0.0543618362_l1e-04_h1e+06.txt
338.385515,0.0543618362,5.203550931559146e-10,3.468416590912426e-10,3.458345465615261e-10,3.4795721108254816e-10,0.8378371,abundance,0.6755974,abundance,sigma338.385515_W0.0543618362_l1e-04_h1e+06.txt
33.8385515,0.0762698586,1.2727926467472063e-16,8.527753230425026e-17,8.527753230425026e-17,8.527753230425026e-17,87.65791,array_max,87.65791,array_max,sigma33.8385515_W0.0762698586_l1e-04_h1e+06.txt
338.385515,0.0762698586,2.647583715496572e-09,1.7673498150418828e-09,1.763466243776138e-09,1.7702632456251466e-09,3.44805,abundance,2.743873,abundance,sigma338.385515_W0.0762698586_l1e-04_h1e+06.txt
33.8385515,0.107006896,9.623697523663793e-16,6.438416779825764e-16,6.438416779825764e-16,6.438416779825764e-16,330.6005,array_max,330.6005,array_max,sigma33.8385515_W0.107006896_l1e-04_h1e+06.txt
338.385515,0.107006896,1.3674510791135682e-08,9.128578547673243e-09,9.109979649152598e-09,9.144407535565853e-09,11.6391,abundance,9.141679,abundance,sigma338.385515_W0.107006896_l1e-04_h1e+06.txt
33.8385515,0.150131073,1.3209790004674012e-14,8.84842132750218e-15,8.84842132750218e-15,8.84842132750218e-15,1237.736,array_max,1237.736,array_max,sigma33.8385515_W0.150131073_l1e-04_h1e+06.txt
338.385515,0.150131073,6.228130521874873e-08,4.159111471761417e-08,4.149645422320522e-08,4.1656739479353805e-08,40.30539,abundance,31.24563,abundance,sigma338.385515_W0.150131073_l1e-04_h1e+06.txt
33.8385515,0.210634454,1.100899610312131e-13,7.379998535026772e-14,7.379998535026772e-14,7.379998535026772e-14,4608.781,array_max,4608.781,array_max,sigma33.8385515_W0.210634454_l1e-04_h1e+06.txt
338.385515,0.210634454,2.5440516978605633e-07,1.6992537913276906e-07,1.6958060273204367e-07,1.7016821167857397e-07,142.8213,abundance,109.284,abundance,sigma338.385515_W0.210634454_l1e-04_h1e+06.txt
33.8385515,0.295520924,8.130720390578214e-13,5.445317050017317e-13,5.445317050017317e-13,5.445317050017317e-13,17019.25,array_max,17019.25,array_max,sigma33.8385515_W0.295520924_l1e-04_h1e+06.txt
338.385515,0.295520924,9.417396535180884e-07,6.291721489464115e-07,6.279392194281471e-07,6.299311059269143e-07,515.4651,abundance,389.3524,abundance,sigma338.385515_W0.295520924_l1e-04_h1e+06.txt
33.8385515,0.414616956,6.9197933627730305e-12,4.637932420080595e-12,4.637932420080595e-12,4.637932420080595e-12,62895.4,array_max,62895.4,array_max,sigma33.8385515_W0.414616956_l1e-04_h1e+06.txt
338.385515,0.414616956,3.3355148958733223e-06,2.2293488884573515e-06,2.225829215429266e-06,2.2314571929072564e-06,1890.042,abundance,1409.451,abundance,sigma338.385515_W0.414616956_l1e-04_h1e+06.txt
33.8385515,0.581709133,4.3437025747283026e-11,1.540939509103889e-12,2.912164091452612e-11,2.912164091452612e-11,6.544713,abundance,230723.2,array_max,sigma33.8385515_W0.581709133_l1e-04_h1e+06.txt
338.385515,0.581709133,1.0346759532933098e-05,6.907854741360939e-06,6.907854741360939e-06,6.9219779077111294e-06,5234.248,abundance,5234.248,abundance,sigma338.385515_W0.581709133_l1e-04_h1e+06.txt
33.8385515,0.816140079,2.5653221802688747e-10,2.852728356423282e-11,1.815478557154892e-12,1.7192299545865083e-10,48.30582,abundance,6.082535,abundance,sigma33.8385515_W0.816140079_l1e-04_h1e+06.txt
338.385515,0.816140079,2.9727404689299072e-05,1.9857960347939555e-05,1.980704045138643e-05,1.9887715597608447e-05,19728.26,abundance,14341.56,abundance,sigma338.385515_W0.816140079_l1e-04_h1e+06.txt
33.8385515,1000.0,1.2952113187888132e-05,0.0017864701174399727,0.0005294538226669962,0.008423164292526895,2235643000.0,abundance,284163700.0,abundance,sigma33.8385515_W1000.0_l1e-04_h1e+06.txt
338.385515,1000.0,0.0030763653061185,0.03508753356973599,0.025205191286409405,0.056274004097883266,11660330000.0,abundance,3385013000.0,abundance,sigma338.385515_W1000.0_l1e-04_h1e+06.txt
33.8385515,1.14504757,1.5050447902742534e-09,3.8498532775270047e-10,8.022947792566042e-11,1.0091213674003203e-09,389.6017,abundance,83.17558,abundance,sigma33.8385515_W1.14504757_l1e-04_h1e+06.txt
338.385515,1.14504757,7.885609353229155e-05,5.2597765142737904e-05,5.2597765142737904e-05,5.27560877055239e-05,54803.64,abundance,54803.64,abundance,sigma338.385515_W1.14504757_l1e-04_h1e+06.txt
33.8385515,12.2527986,6.681847422870773e-06,6.341304493730753e-06,4.26728673736706e-06,1.0565309966390938e-05,2032152.0,abundance,919518.0,abundance,sigma33.8385515_W12.2527986_l1e-04_h1e+06.txt
338.385515,12.2527986,0.0028056957691813,0.005683069217192997,0.005523726931034209,0.005868621801083102,125071600.0,abundance,82814920.0,abundance,sigma338.385515_W12.2527986_l1e-04_h1e+06.txt
33.8385515,131.113394,1.2883427581763922e-05,0.0007547865901473247,0.00029677944725735805,0.002957704140042821,648488300.0,abundance,124518800.0,abundance,sigma33.8385515_W131.113394_l1e-04_h1e+06.txt
338.385515,131.113394,0.0030739688360956,0.03599125493682864,0.025500079760707225,0.05432848698964929,11660330000.0,abundance,3385013000.0,abundance,sigma338.385515_W131.113394_l1e-04_h1e+06.txt
33.8385515,1.606506,7.2308113084090194e-09,2.0144610170604215e-09,8.750256137800441e-10,4.848305917646644e-09,1326.291,abundance,505.3231,abundance,sigma33.8385515_W1.606506_l1e-04_h1e+06.txt
338.385515,1.606506,0.0001906124998412,0.00012723516312714223,0.00012675893201564834,0.00012751774680912057,210077.7,abundance,148930.1,abundance,sigma338.385515_W1.606506_l1e-04_h1e+06.txt
33.8385515,17.190722,9.156306894248436e-06,1.5901566359576393e-05,1.0418588043960308e-05,2.8873248965321164e-05,5132446.0,abundance,2266778.0,abundance,sigma33.8385515_W17.190722_l1e-04_h1e+06.txt
338.385515,17.190722,0.002940350851349,0.008677600595092556,0.008313705969157535,0.00925406889309716,285272000.0,abundance,188890000.0,abundance,sigma338.385515_W17.190722_l1e-04_h1e+06.txt
33.8385515,183.95258,1.2924380094106433e-05,0.0010211104064792242,0.00039416921947766606,0.00452867309510129,979645400.0,abundance,188105600.0,abundance,sigma33.8385515_W183.95258_l1e-04_h1e+06.txt
338.385515,183.95258,0.0030746581657179,0.035902767504486996,0.02546291655306907,0.0560445559118839,11660330000.0,abundance,3385013000.0,abundance,sigma338.385515_W183.95258_l1e-04_h1e+06.txt
33.8385515,2.2539339,3.235164099500928e-08,1.2032315944715043e-08,6.2568091500011165e-09,2.1689405117840008e-08,6470.789,abundance,2372.444,abundance,sigma33.8385515_W2.2539339_l1e-04_h1e+06.txt
338.385515,2.2539339,0.0004257715785364,0.0002838195585885784,0.0002820403384854184,0.00028502968062549386,584720.4,abundance,409350.9,abundance,sigma338.385515_W2.2539339_l1e-04_h1e+06.txt
33.8385515,24.118647,1.0853845413827622e-05,3.981618685091192e-05,2.668886112473251e-05,7.197254331644177e-05,15827090.0,abundance,6935336.0,abundance,sigma33.8385515_W24.118647_l1e-04_h1e+06.txt
338.385515,24.118647,0.0030046060352668,0.012576521574112615,0.0118679456311547,0.014120304417088479,650668100.0,abundance,430833400.0,abundance,sigma338.385515_W24.118647_l1e-04_h1e+06.txt
33.8385515,258.086154,1.2938087989448447e-05,0.0013412045948166514,0.0004019226736572265,0.0060030051508292576,1479911000.0,abundance,188105600.0,abundance,sigma33.8385515_W258.086154_l1e-04_h1e+06.txt
338.385515,258.086154,0.0030754149597617,0.03541943863729326,0.025249613541536264,0.05610332495983856,11660330000.0,abundance,3385013000.0,abundance,sigma338.385515_W258.086154_l1e-04_h1e+06.txt
33.8385515,3.16227766,1.370195920660571e-07,5.532027732413911e-08,2.852909513364887e-08,9.188728220644509e-08,23041.46,abundance,8135.565,abundance,sigma33.8385515_W3.16227766_l1e-04_h1e+06.txt
338.385515,3.16227766,0.0008740690094233,0.0005923975150939014,0.0005923975150939014,0.0005971334404451987,1595698.0,abundance,1595698.0,abundance,sigma338.385515_W3.16227766_l1e-04_h1e+06.txt
33.8385515,33.8385515,1.184215768787266e-05,8.313121720239575e-05,5.472252167493514e-05,0.00017151059000252645,36118910.0,abundance,15827090.0,abundance,sigma33.8385515_W33.8385515_l1e-04_h1e+06.txt
338.385515,33.8385515,0.0030398987964205,0.017454693979031242,0.016215083509495493,0.021020651608398704,1484089000.0,abundance,982674600.0,abundance,sigma338.385515_W33.8385515_l1e-04_h1e+06.txt
33.8385515,362.095835,1.294286583894875e-05,0.0013781352001977368,0.000523358866341695,0.007180179581222954,1479911000.0,abundance,284163700.0,abundance,sigma33.8385515_W362.095835_l1e-04_h1e+06.txt
