sigma,omega,fdm_trap,fdm_vegas,meq_vegas,Q_f,Q_m,M_lo,M_hi,file
29.5520924,6.22468884,8.6027653379664e-07,8.602779700265512e-07,59668.1778308597,0.8013563632328463,0.7693382475170769,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma29.5520924_W6.22468884_l1e-04_h1e+06.txt
295.520924,6.22468884,0.0016597076113414831,0.00165970406581871,28695.63995331642,0.4155508008432883,0.4155508008432883,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma295.520924_W6.22468884_l1e-04_h1e+06.txt
29.5520924,66.6084629,7.791421304979578e-06,7.791417414387177e-06,246346.1933518319,0.9539764972381737,0.22230385482101875,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma29.5520924_W66.6084629_l1e-04_h1e+06.txt
295.520924,66.6084629,0.002528424312127602,0.0025284226864395,46243.99452573179,0.37030374433679825,0.37030374433679825,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma295.520924_W66.6084629_l1e-04_h1e+06.txt
29.5520924,712.756483,7.997869640288604e-06,7.997843337032693e-06,249603.7945085011,0.7380027553410652,0.20083313930489122,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma29.5520924_W712.756483_l1e-04_h1e+06.txt
295.520924,712.756483,0.002535822514850311,0.0025358221616767177,46394.363079091294,0.36312664439288656,0.36312664439288656,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma295.520924_W712.756483_l1e-04_h1e+06.txt
29.5520924,8.73326162,2.1445773375431667e-06,2.1445747414947887e-06,115676.84665378298,0.767670804319323,0.16172433511921452,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma29.5520924_W8.73326162_l1e-04_h1e+06.txt
295.520924,8.73326162,0.002033595379522209,0.002033597476732615,36255.92636811657,0.576926092541479,0.576926092541479,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma295.520924_W8.73326162_l1e-04_h1e+06.txt
29.5520924,93.4519215,7.897400555250416e-06,7.897386146925022e-06,247992.13980906026,0.45840206607425593,0.45840206607425593,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma29.5520924_W93.4519215_l1e-04_h1e+06.txt
295.520924,93.4519215,0.0025321812988312454,0.0025321847377446755,46315.61865172287,0.4189644778879814,0.3484683142938967,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma295.520924_W93.4519215_l1e-04_h1e+06.txt
29601.09,6.825551,0.02070659038536974,0.020706591471724593,0.6946295478581761,0.7188678154317292,0.5653342508020072,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma29601.09_W6.825551_l1e-04_h1e+06.txt
296.3929,74.29356,0.002540620111568002,0.0025406194822383496,46083.61868751458,0.6127792796928043,0.3928935290074492,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma296.3929_W74.29356_l1e-02_h1e+06.txt
29827.4,108.8492,0.020739220305646743,0.020739236600588948,0.684582346857146,0.4822087363400521,0.4822087363400521,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma29827.4_W108.8492_l1e-04_h1e+06.txt
298.4218,26.94844,0.0025217354809255283,0.002521734061222905,44868.99681571247,0.6485591738960166,0.6485591738960166,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma298.4218_W26.94844_l1e-02_h1e+06.txt
2993.457,0.170622,0.0003970127972709479,0.0003970115791964284,1.25835141849317,0.07260028960036706,0.07260028960036706,0.0001,196587.7,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma2993.457_W0.170622_l1e-04_h1e+06.txt
29.95781,0.01,1.0384458604545214e-24,1.0384459867604213e-24,0.00015175368439381782,0.9360166543924174,0.9300061104160637,0.0001,0.02198006,/data/homezvol0/jgpaine/sashimi+DD/LSST1/sigma29.95781_W0.01_l1e-04_h1e+06.txt
29.96804,6.499783,1.064702183234887e-06,1.064700337420686e-06,66863.45443331338,0.9640736803937188,0.3367964051826099,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma29.96804_W6.499783_l1e-02_h1e+06.txt
2.0,3.0,2.3064994425671817e-16,2.306496628259502e-16,3168.17654389066,0.397323428067202,0.397323428067202,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Old format outputs/sigma2_W3_l1e-03_h1e+09.txt
3.001924,0.2247696,1.688264654863242e-23,1.688264471312009e-23,0.5763846698551562,0.9859650274111372,0.7073508034286147,0.0001,369.0106,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma3.001924_W0.2247696_l1e-04_h1e+06.txt
30131.79,83.84812,0.020757644516730116,0.020757656074271325,0.6696979170097949,0.9653203109033176,0.1940095948996199,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma30131.79_W83.84812_l1e-04_h1e+06.txt
3014.16253,0.016155981,3.269469106072983e-07,3.26947261897771e-07,0.0012700973720010107,0.28113766347237584,0.28113766347237584,0.0001,24.0917,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.016155981_l1e-04_h1e+06.txt
3014.16253,0.01,4.0356681242085374e-08,4.035668820258386e-08,0.00042443000731500407,0.6589212016719715,0.017356035836212327,0.0001,3.748449,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.01_l1e-04_h1e+06.txt
3014.16253,0.0261015722,1.968126500520066e-06,1.9681211767180874e-06,0.004801589844262192,0.08931458390761843,0.08931458390761843,0.0001,154.0612,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.0261015722_l1e-04_h1e+06.txt
3014.16253,0.0421696503,9.786439884017792e-06,9.786445863514623e-06,0.02013173651242015,0.5011197197309905,0.5011197197309905,0.0001,974.8728,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.0421696503_l1e-04_h1e+06.txt
3014.16253,0.0681292069,4.1018261852130595e-05,4.101824721498858e-05,0.08585275218808508,0.10230297088741595,0.10230297088741595,0.0001,6099.5,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.0681292069_l1e-04_h1e+06.txt
3014.16253,0.110069417,0.00014580963971321767,0.0001458099321158568,0.35652813406046324,0.6280357309288648,0.2949793359773578,0.0001,37700.63,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.110069417_l1e-04_h1e+06.txt
3014.16253,0.177827941,0.0004408294787157707,0.00044082980117713565,1.4071445479204454,0.6039465683986427,0.10216207860457195,0.0001,230165.8,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.177827941_l1e-04_h1e+06.txt
3014.16253,0.287298483,0.001137934721300571,0.0011379369497448732,5.144104055557476,0.11539925354147638,0.08050706090248724,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.287298483_l1e-04_h1e+06.txt
3014.16253,0.464158883,0.002532907138818841,0.0025329100286038573,17.10118371332481,0.034350085193386976,0.034350085193386976,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.464158883_l1e-04_h1e+06.txt
3014.16253,0.749894209,0.004934903051233936,0.004934926255205553,50.854300962027416,0.738512370208243,0.738512370208243,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W0.749894209_l1e-04_h1e+06.txt
3014.16253,1000.0,0.014434986430723168,0.014434979273957435,350.75336995307464,0.7862701500006104,0.5653195382040941,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W1000.0_l1e-04_h1e+06.txt
3014.16253,1.21152766,0.008550399298862388,0.008550435853748312,133.65740827473442,0.540924033953581,0.21539931471119803,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W1.21152766_l1e-04_h1e+06.txt
3014.16253,13.3352143,0.014536225835302802,0.014536272400854656,355.5868588599778,0.5022272466623141,0.3290450844587147,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W13.3352143_l1e-04_h1e+06.txt
3014.16253,146.779927,0.014435874541547405,0.014435865972618075,350.79914017523413,0.20760761142447884,0.20760761142447884,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W146.779927_l1e-04_h1e+06.txt
3014.16253,1.95734178,0.012849760823275637,0.012849754840999943,283.55150236735614,0.35924541134151555,0.3246976232023797,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W1.95734178_l1e-04_h1e+06.txt
3014.16253,21.5443469,0.014460114031520779,0.014460124523423984,351.93562755969293,0.6049661654998774,0.6049661654998774,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W21.5443469_l1e-04_h1e+06.txt
3014.16253,237.137371,0.014435364228997482,0.014435316592562256,350.7723913005661,0.3672420069564434,0.15337546334631894,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W237.137371_l1e-04_h1e+06.txt
3014.16253,3.16227766,0.01495413926462714,0.014954118898780143,376.6131989099757,0.9453892842431763,0.17986413624561168,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W3.16227766_l1e-04_h1e+06.txt
3014.16253,34.8070059,0.014443038847946277,0.014443069552757199,351.15606625536645,0.9699353400581588,0.6282167065722927,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W34.8070059_l1e-04_h1e+06.txt
3014.16253,383.118685,0.014435118425878286,0.014435122541920437,350.76348130102946,0.4413696972101595,0.10597001544106321,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W383.118685_l1e-04_h1e+06.txt
3014.16253,5.10896977,0.014982696549215045,0.01498268311144439,377.2869190469474,0.17785399802477495,0.17785399802477495,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W5.10896977_l1e-04_h1e+06.txt
3014.16253,56.2341325,0.014438844342364717,0.014438862258136563,350.95352602358986,0.8013027987620912,0.22161741256150252,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W56.2341325_l1e-04_h1e+06.txt
3014.16253,618.965819,0.014434915220063632,0.014434927453610682,350.7560307476095,0.17917856567897672,0.11930659611964156,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W618.965819_l1e-04_h1e+06.txt
3014.16253,8.25404185,0.014683429391582653,0.014683434834117081,362.68763807210826,0.9428559220327879,0.8524606210294993,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W8.25404185_l1e-04_h1e+06.txt
3014.16253,90.8517576,0.014435970493550408,0.014435990029152265,350.80847151139267,0.8214733398558042,0.8196051295931248,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/142/sigma3014.16253_W90.8517576_l1e-04_h1e+06.txt
3023.168,0.2371578,0.0007941697243411424,0.0007941705926411187,3.0728871300947898,0.646799756606206,0.646799756606206,0.0001,685450.2,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma3023.168_W0.2371578_l1e-02_h1e+06.txt
30255.69,151.5091,0.0207687558246371,0.020768744449016777,0.6637436240867699,0.0017800975457185747,0.0017800975457185747,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma30255.69_W151.5091_l1e-04_h1e+06.txt
3038.629,0.08788299,8.334051178835526e-05,8.33405993703493e-05,0.1817266844250759,0.9446303151918379,0.39605506556687065,0.0001,16179.2,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma3038.629_W0.08788299_l1e-02_h1e+06.txt
304.0684,2.358762,0.00035268040758148665,0.0003526790684424607,3815.5968808002403,0.8839511176823494,0.10869682922489143,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma304.0684_W2.358762_l1e-02_h1e+06.txt
30.43845,59.31347,8.616993385624209e-06,8.616992750663997e-06,242776.69264091025,0.7776821058385845,0.165067999166552,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma30.43845_W59.31347_l1e-02_h1e+06.txt
30454.01,4.725604,0.020753124939285737,0.0207531291888556,0.6529880429304988,0.5972696814390169,0.5972696814390169,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma30454.01_W4.725604_l1e-04_h1e+06.txt
3047.544,0.1844232,0.0004880256092742851,0.0004880245928321213,1.5448370545049896,0.32907622318757757,0.32907622318757757,0.0001,268644.8,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma3047.544_W0.1844232_l1e-04_h1e+06.txt
30549.98,26.51251,0.020772685297747586,0.02077268067485582,0.6493383541811611,0.33936659737714847,0.33936659737714847,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma30549.98_W26.51251_l1e-04_h1e+06.txt
30682.11,14.5822,0.020795123056986414,0.020795113852409848,0.6441560009340234,0.40719396280912257,0.2438610444383781,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma30682.11_W14.5822_l1e-04_h1e+06.txt
306.9343,0.1279561,1.745748159367429e-08,1.745743421476217e-08,0.4610182968197691,0.9319602914802871,0.8692471023339068,0.0001,6898.054,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma306.9343_W0.1279561_l1e-04_h1e+06.txt
3.070943807864328,0.010294826449468187,8.301370170467083e-38,8.301412636702686e-38,0.00011620540216275818,0.7650321158412148,0.6110035269371281,0.0001,0.0007805801,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.010294826449468187_l1e-02_h1e+06.txt
3.070943807864328,0.012431552755744799,1.2815311594804327e-36,1.2815280758977336e-36,0.000164227285539572,0.029559450951713643,0.029559450951713643,0.0001,0.001852677,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.012431552755744799_l1e-02_h1e+06.txt
3.070943807864328,0.01351831184289191,2.3945833742421572e-36,2.3945921565173473e-36,0.0001913382902447295,0.3508789459847821,0.3508789459847821,0.0001,0.002718485,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.01351831184289191_l1e-02_h1e+06.txt
3.070943807864328,0.016315639185962374,6.467558941246572e-36,6.467578158507429e-36,0.00026808043503276477,0.0076557544655993124,0.0076557544655993124,0.0001,0.006297287,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.016315639185962374_l1e-02_h1e+06.txt
3.070943807864328,0.01674558410818131,8.390174945817769e-35,8.390181698845764e-35,0.00013413234910358311,0.04928908708705772,0.045649355527852264,0.0001,0.007090248,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.01674558410818131_l1e-02_h1e+06.txt
3.070943807864328,0.017591874873844643,6.308843120191981e-34,6.308842911499593e-34,0.00016051933227812515,0.6191289939728022,0.44565116859137943,0.0001,0.008828192,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.017591874873844643_l1e-02_h1e+06.txt
3.070943807864328,0.024728863018364522,1.9460438794335035e-32,1.94604402939532e-32,0.00041551253259769093,0.1470050602721105,0.14000765179920582,0.0001,0.03908241,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.024728863018364522_l1e-02_h1e+06.txt
3.070943807864328,0.0306591310683892,5.029831639230571e-32,5.029841859157709e-32,0.000700929057482964,0.5129629765651453,0.0021057982057925764,0.0001,0.09910519,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.0306591310683892_l1e-02_h1e+06.txt
3.070943807864328,0.0331196503925839,6.561449940185387e-32,6.561472978994049e-32,0.000842738030802561,0.9038893111047247,0.07445175861415626,0.0001,0.1379684,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.0331196503925839_l1e-02_h1e+06.txt
3.070943807864328,0.059561334617348936,7.47839651783264e-29,7.478385752758648e-29,0.0057876877010246824,0.49026829078917955,0.49026829078917955,0.0001,1.648075,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.059561334617348936_l1e-02_h1e+06.txt
3.070943807864328,0.06580691426135135,1.0926939028092722e-28,1.0926898775407655e-28,0.007424529178564237,0.39396464200966175,0.39396464200966175,0.0001,2.501339,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.06580691426135135_l1e-02_h1e+06.txt
3.070943807864328,0.07133702217323083,2.9348009551910744e-28,2.93478709813844e-28,0.012118890799323316,0.12509658600333798,0.12509658600333798,0.0001,3.500127,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.07133702217323083_l1e-02_h1e+06.txt
3.070943807864328,0.07468153449206127,1.2592621458339253e-27,1.2592601766062542e-27,0.01708645499442382,0.3815078012821418,0.3815078012821418,0.0001,4.225032,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.07468153449206127_l1e-02_h1e+06.txt
3.070943807864328,0.09120277827037722,1.2371240332458456e-26,1.2371216966458674e-26,0.031244602629951743,0.31530622574638334,0.31530622574638334,0.0001,9.666964,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.09120277827037722_l1e-02_h1e+06.txt
3.070943807864328,0.11029741892089666,3.9994270189845174e-26,3.999416252895582e-26,0.0523092974996718,0.40525833078068396,0.006340605432376269,0.0001,21.10298,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.11029741892089666_l1e-02_h1e+06.txt
3.070943807864328,0.11236866744739202,4.378207971274809e-26,4.378219390439688e-26,0.054863287768045,0.08740334291476252,0.08740334291476252,0.0001,22.79479,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.11236866744739202_l1e-02_h1e+06.txt
3.070943807864328,0.12616183690896016,7.046121697605294e-26,7.046131783800349e-26,0.07354037438594192,0.18485007958508604,0.18485007958508604,0.0001,36.65077,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.12616183690896016_l1e-02_h1e+06.txt
3.070943807864328,0.13667676738341578,1.5341589538132154e-25,1.534154783078115e-25,0.1089867542765341,0.039945716354967686,0.039945716354967686,0.0001,50.70983,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.13667676738341578_l1e-02_h1e+06.txt
3.070943807864328,0.15078430253118422,1.1359032445308939e-24,1.1359019089315373e-24,0.1855563671835512,0.5015609940893411,0.4670684152646988,0.0001,75.59611,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.15078430253118422_l1e-02_h1e+06.txt
3.070943807864328,0.1547771262907495,1.5435559716128267e-24,1.5435513902315521e-24,0.20214685377754868,0.7457629332332649,0.0023382575068978226,0.0001,84.24199,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.1547771262907495_l1e-02_h1e+06.txt
3.070943807864328,0.16145159954592403,2.3294464733134313e-24,2.3294375738013018e-24,0.2284983103378234,0.7320951131608148,0.011037024227255467,0.0001,99.81711,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.16145159954592403_l1e-02_h1e+06.txt
3.070943807864328,0.16884747499348451,3.385230952634312e-24,3.3852199951832376e-24,0.2601929220963552,0.9968798816840047,0.9160359421209476,0.0001,119.7822,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.16884747499348451_l1e-02_h1e+06.txt
3.070943807864328,0.18395144144657502,6.539286355659899e-24,6.539237073972331e-24,0.333671727958666,0.828296246259222,0.24653218265383772,0.0001,169.2944,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.18395144144657502_l1e-02_h1e+06.txt
3.070943807864328,0.23670722644138598,2.352860279051151e-23,2.3528602578281767e-23,0.6472716975493962,0.008162745148469664,0.008162745148469664,0.0001,467.6699,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.23670722644138598_l1e-02_h1e+06.txt
3.070943807864328,0.30867962277367955,5.986457998603664e-22,5.986465984624351e-22,2.0163498483693996,0.9489263938240815,0.4322531097254484,0.0001,1354.5,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.30867962277367955_l1e-02_h1e+06.txt
3.070943807864328,0.5272252822170452,4.352304462863093e-20,4.352301850462044e-20,12.251344186824749,0.2956482993016033,0.2956482993016033,0.0001,11327.54,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.5272252822170452_l1e-02_h1e+06.txt
3.070943807864328,0.5872107161378198,1.048890651162206e-19,1.0488922839362875e-19,17.072998123835482,0.6474611431245328,0.6474611431245328,0.0001,17292.55,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.5872107161378198_l1e-02_h1e+06.txt
3.070943807864328,0.5897191884703701,1.0838107652269828e-19,1.0838075587765635e-19,17.27131340832816,0.8244646639425206,0.07823162995910983,0.0001,17567.6,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.5897191884703701_l1e-02_h1e+06.txt
3.070943807864328,0.6891921193508671,2.876221744800272e-19,2.876222224823222e-19,26.990113019904406,0.5480897098410762,0.4264525412154285,0.0001,32435.44,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W0.6891921193508671_l1e-02_h1e+06.txt
3.070943807864328,1181.623172374206,1.4901024989063921e-10,1.490097748406853e-10,422835.2275180766,0.13516168823044333,0.13516168823044333,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1181.623172374206_l1e-02_h1e+06.txt
3.070943807864328,1208.700294709345,1.4901026751625132e-10,1.490098084188424e-10,422839.30689259,0.04465223600475294,0.04465223600475294,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1208.700294709345_l1e-02_h1e+06.txt
3.070943807864328,125.15164853881029,1.4600758672898643e-10,1.4600716387263565e-10,421165.35046681337,0.8509466906736309,0.31565886584200165,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W125.15164853881029_l1e-02_h1e+06.txt
3.070943807864328,1.4204872413392053,4.138251980169167e-17,4.138259351513601e-17,271.8881066268504,0.734985252269172,0.27101056197518225,0.0001,537653.1,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1.4204872413392053_l1e-02_h1e+06.txt
3.070943807864328,1.5988185790887728,1.3313516911760264e-16,1.3313568714523933e-16,461.60859527951,0.9097678447572617,0.527104165141464,0.0001,847791.3,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1.5988185790887728_l1e-02_h1e+06.txt
3.070943807864328,1.7176270653583188,2.474529949257604e-16,2.4745388215454035e-16,595.5249956856939,0.6217602851543216,0.23070183131124178,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1.7176270653583188_l1e-02_h1e+06.txt
3.070943807864328,1802.1950091421559,1.490875333507332e-10,1.4908735493557675e-10,422849.2407934579,0.6649211106656774,0.04202740796849431,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1802.1950091421559_l1e-02_h1e+06.txt
3.070943807864328,18.266794977132957,5.26895160688707e-11,5.2689458720031215e-11,323095.73552651773,0.6667557756559391,0.5091543070027142,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W18.266794977132957_l1e-02_h1e+06.txt
3.070943807864328,1.9738722185983055,6.488748594963473e-16,6.488741666161352e-16,923.6077449977097,0.6073861008816168,0.15133075560098344,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W1.9738722185983055_l1e-02_h1e+06.txt
3.070943807864328,2.0836549398606916,8.984335493628347e-16,8.984335145386734e-16,1084.2824344101523,0.5297810583973892,0.5297810583973892,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W2.0836549398606916_l1e-02_h1e+06.txt
3.070943807864328,22.797414301298073,7.75014731177393e-11,7.750124931180746e-11,364301.74878318823,0.15447484310816512,0.15447484310816512,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W22.797414301298073_l1e-02_h1e+06.txt
3.070943807864328,2472.669957499631,1.491379635363625e-10,1.4913743667081663e-10,422923.3476947415,0.6703708773207226,0.5197544793719157,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W2472.669957499631_l1e-02_h1e+06.txt
3.070943807864328,24.837052466665998,8.647576510675628e-11,8.647566522777318e-11,375993.599364287,0.38891489855095607,0.3406663447125725,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W24.837052466665998_l1e-02_h1e+06.txt
3.070943807864328,2.4856424474684746,2.0449075066444354e-15,2.044912050439056e-15,1745.0759249001364,0.01882030695404548,0.01882030695404548,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W2.4856424474684746_l1e-02_h1e+06.txt
3.070943807864328,2.544768286172087,2.239480909620593e-15,2.2394812200538512e-15,1855.798048841812,0.2977708821106565,0.2637904869369906,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W2.544768286172087_l1e-02_h1e+06.txt
3.070943807864328,2684.288209180082,1.491379635363625e-10,1.4913761917307833e-10,422918.9530593168,0.8263951771651264,0.3661428602442234,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W2684.288209180082_l1e-02_h1e+06.txt
3.070943807864328,28.56682562039646,9.955739463484494e-11,9.955729820944331e-11,389488.11617583566,0.34759609723608964,0.25139400398033035,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W28.56682562039646_l1e-02_h1e+06.txt
3.070943807864328,3.666627919922995,3.2934749176837184e-14,3.293466029989786e-14,6831.3263201454865,0.6335071637948845,0.02242051728048713,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W3.666627919922995_l1e-02_h1e+06.txt
3.070943807864328,3775.3067917558683,1.4913811577268235e-10,1.4913778351949306e-10,422920.70070885617,0.9781045243713589,0.07886599401659448,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W3775.3067917558683_l1e-02_h1e+06.txt
3.070943807864328,4.084786449704511,5.5877034037635615e-14,5.5876920579505775e-14,9257.018857473186,0.2600483848947183,0.2600483848947183,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W4.084786449704511_l1e-02_h1e+06.txt
3.070943807864328,4.350708263248962,7.27695447206459e-14,7.276949202103937e-14,10965.852265655843,0.8331520469337749,0.25034498350566114,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/output_Full1/sigma3.070943807864328_W4.350708263248962_l1e-02_h1e+06.txt
