sigma,omega,fdm_trap,fdm_vegas,meq_vegas,Q_f,Q_m,M_lo,M_hi,file
1000.0,131.113394,0.00893016688987814,0.008930172438739396,5720.247505990277,0.9002251476222891,0.26504347585951493,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W131.113394_l1e-04_h1e+06.txt
1000.0,1.327466,0.0018815933087736325,0.0018815930415630362,508.0431350974008,0.7910379659033488,0.22059345610047196,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma1000.0_W1.327466_l1e-02_h1e+06.txt
1000.0,150.663,0.008929948759399762,0.008929958219628543,5719.792646993041,0.3903117839684672,0.0429145082324283,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma1000.0_W150.663_l1e-02_h1e+06.txt
1000.0,1.51177507,0.0023420260422495165,0.0023420244675659545,704.2330378191732,0.3109980567920021,0.3109980567920021,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W1.51177507_l1e-04_h1e+06.txt
1000.0,16.0371874,0.00892382290234957,0.008923822899931615,5730.156616956353,0.170696648915205,0.170696648915205,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W16.0371874_l1e-04_h1e+06.txt
1000.0,1.606506,0.0025945509228627187,0.0025945470390501186,821.7284262351488,0.5368350142627409,0.5368350142627409,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W1.606506_l1e-04_h1e+06.txt
1000.0,170.125428,0.008930470284839556,0.008930468608360779,5720.0620830512835,0.5164219325244415,0.5164219325244415,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W170.125428_l1e-04_h1e+06.txt
1000.0,17.190722,0.008921197012411852,0.00892120516467363,5725.691882324778,0.09467348092432962,0.09467348092432962,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W17.190722_l1e-04_h1e+06.txt
1000.0,183.95258,0.008930515824149188,0.008930502685892919,5720.148783708872,0.7573274526362432,0.5935304212495923,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W183.95258_l1e-04_h1e+06.txt
1000.0,2.03091762,0.0037314151579528605,0.0037314066541442284,1441.2094016299957,0.5004374662340316,0.5004374662340316,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W2.03091762_l1e-04_h1e+06.txt
1000.0,21.5443469,0.008915966974890685,0.008915970025389358,5713.921599736465,0.22327308498881324,0.22327308498881324,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W21.5443469_l1e-04_h1e+06.txt
1000.0,215.4435,0.00865928475148387,0.008659285300778766,5598.149308282877,0.7926809706868173,0.6099412293249327,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/testdir4/sigma1000.0_W215.4435_l1e-02_h1e+06.txt
1000.0,2.2539339,0.004294302991354089,0.004294298427918759,1800.821443663715,0.09789636178899784,0.09789636178899784,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W2.2539339_l1e-04_h1e+06.txt
1000.0,22.69935,0.008916836077675691,0.00891684521145565,5713.925474202875,0.30319196514382907,0.30319196514382907,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma1000.0_W22.69935_l1e-02_h1e+06.txt
1000.0,228.546386,0.0089303173918755,0.008930311934289588,5720.122193635774,0.9709630155271299,0.030361058676080663,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W228.546386_l1e-04_h1e+06.txt
1000.0,24.118647,0.008918569899586934,0.008918567739010497,5714.5053578347115,0.9131278465870576,0.406884722203662,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W24.118647_l1e-04_h1e+06.txt
1000.0,258.086154,0.008930232271676563,0.008930239703556562,5719.926935087675,0.11694079881445106,0.11694079881445106,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W258.086154_l1e-04_h1e+06.txt
1000.0,2.72833338,0.005433512699485995,0.0054335070624942,2621.9941338015838,0.06939836201378217,0.06939836201378217,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W2.72833338_l1e-04_h1e+06.txt
1000.0,28.9426612,0.008921821006104811,0.008921832689047728,5715.4259727004555,0.7698067899974872,0.6230421974980913,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W28.9426612_l1e-04_h1e+06.txt
1000.0,307.029063,0.008930164076799247,0.008930183074102553,5719.818629155308,0.9235159133438908,0.22791455881056327,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W307.029063_l1e-04_h1e+06.txt
1000.0,3.16227766,0.006274599333431994,0.006274604558094316,3300.5792243413034,0.6859904164341026,0.0722055216553307,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W3.16227766_l1e-04_h1e+06.txt
1000.0,33.8385515,0.008923307582518775,0.008923312291539767,5716.481953610881,0.36249045200065755,0.36249045200065755,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W33.8385515_l1e-04_h1e+06.txt
1000.0,3.419952,0.006655775442805166,0.006655782481370344,3627.3383146277165,0.8142203806267353,0.29927718216413635,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma1000.0_W3.419952_l1e-02_h1e+06.txt
1000.0,362.095835,0.00893022708716723,0.008930217714501252,5719.9002483490585,0.6475150928437936,0.6475150928437936,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W362.095835_l1e-04_h1e+06.txt
1000.0,3.66524124,0.006962153731111423,0.0069621607499344845,3898.8240848883966,0.7388169531095432,0.24666105071835057,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W3.66524124_l1e-04_h1e+06.txt
1000.0,388.1533,0.008930187475840892,0.008930210117779586,5719.760269007516,0.664637644901118,0.1680289842910815,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/out2_100pt/sigma1000.0_W388.1533_l1e-02_h1e+06.txt
1000.0,38.8815518,0.008925432837137325,0.008925408296029317,5718.09214091983,0.14134271126084652,0.11275590471908005,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W38.8815518_l1e-04_h1e+06.txt
1000.0,412.462638,0.008930144370549032,0.008930139557730853,5719.66693399306,0.9969937339885764,0.35802329524965726,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W412.462638_l1e-04_h1e+06.txt
1000.0,4.43668733,0.007701073154567923,0.007701073811239494,4577.6511550459345,0.7984842681791497,0.06218860619009502,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W4.43668733_l1e-04_h1e+06.txt
1000.0,46.41589,0.008658685854013812,0.008658690983015154,5598.052500319698,0.3594370856742066,0.07285124077372931,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/testdir4/sigma1000.0_W46.41589_l1e-02_h1e+06.txt
1000.0,47.4756138,0.008926822545420118,0.008926816415280644,5718.591340280536,0.5690797176827253,0.3910502443917798,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W47.4756138_l1e-04_h1e+06.txt
1000.0,4.92388263,0.008050740320614968,0.008050735772615824,4911.9627958850215,0.7747246947155001,0.5999510972771654,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W4.92388263_l1e-04_h1e+06.txt
1000.0,508.021805,0.00893019459869262,0.008930202518728676,5719.813763074976,0.6130755379712327,0.4298980637480897,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W508.021805_l1e-04_h1e+06.txt
1000.0,52.2334507,0.008927011579317828,0.008927011682727718,5718.86820662559,0.37357056898706753,0.37357056898706753,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W52.2334507_l1e-04_h1e+06.txt
1000.0,554.102033,0.008930153365495106,0.008930142476100729,5719.7222352317885,0.20089364017173544,0.20089364017173544,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W554.102033_l1e-04_h1e+06.txt
1000.0,58.48035,0.008927326728132132,0.0089273214241891,5718.724625720584,0.13887020313791176,0.13887020313791176,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma1000.0_W58.48035_l1e-02_h1e+06.txt
1000.0,6.22468884,0.008443008910913142,0.008443012627914599,5280.967201261593,0.40080463857775983,0.40080463857775983,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W6.22468884_l1e-04_h1e+06.txt
1000.0,6.61474064,0.00851702923906396,0.008517021933220698,5353.483509458275,0.484447763868032,0.22798065505452403,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W6.61474064_l1e-04_h1e+06.txt
1000.0,66.6084629,0.00892795584365365,0.008927943145335515,5718.942054768366,0.8395744941681884,0.7522796102814445,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W66.6084629_l1e-04_h1e+06.txt
1000.0,70.1703829,0.008928764675738835,0.008928771023875496,5719.8004287626545,0.5065950679186664,0.0723482328789639,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W70.1703829_l1e-04_h1e+06.txt
1000.0,712.756483,0.008930158157460006,0.008930157779748784,5719.725652176763,0.4782646021012579,0.2895512988230853,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W712.756483_l1e-04_h1e+06.txt
1000.0,744.380301,0.00893018955295049,0.008930185137403188,5719.827864937679,0.38044467794146863,0.38044467794146863,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W744.380301_l1e-04_h1e+06.txt
1000.0,8.73326162,0.008808290338908684,0.008808291129184529,5639.18560455475,0.541147308894031,0.18828779256097974,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W8.73326162_l1e-04_h1e+06.txt
1000.0,8.810827,0.008812407331739134,0.008812398517530205,5642.081712043917,0.7696683379995393,0.5937940792502261,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/out2_100pt/sigma1000.0_W8.810827_l1e-02_h1e+06.txt
1000.0,8.88623816,0.00881591569114925,0.008815909320155134,5644.953788865421,0.4801350663320838,0.2211644548043059,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W8.88623816_l1e-04_h1e+06.txt
1000.0,93.4519215,0.008928588769445866,0.008928591619850813,5718.904799517296,0.39331262978177683,0.026241034216439568,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma1000.0_W93.4519215_l1e-04_h1e+06.txt
1000.0,94.2668455,0.00892874838691953,0.008928758806310834,5718.939545834111,0.5408208636286227,0.39846335183144677,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma1000.0_W94.2668455_l1e-04_h1e+06.txt
100.0,0.0134339933,5.851940347575811e-18,5.851933760262471e-18,0.0002996960698344885,0.7351259796377861,0.7351259796377861,0.0001,0.3105749,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0134339933_l1e-04_h1e+06.txt
100.0,0.0140300372,7.610385944042235e-18,7.610392474308049e-18,0.00033092783056475864,0.9012977305930422,0.21035518757603566,0.0001,0.3693634,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0140300372_l1e-04_h1e+06.txt
100.0,0.0180472177,5.626697393324671e-17,5.626702386939412e-17,0.0005976797448167651,0.051486088298041445,0.047773559263153485,0.0001,1.001967,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0180472177_l1e-04_h1e+06.txt
100.0,0.0196841945,1.2009142256563836e-16,1.2009165613054424e-16,0.0007435742389904111,0.13590238921468747,0.13590238921468747,0.0001,1.411881,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0196841945_l1e-04_h1e+06.txt
100.0,0.01,2.889756695257345e-19,2.889760038486561e-19,0.00017356302798841836,0.5418940405022484,0.4844441828243765,0.0001,0.09563595,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.01_l1e-04_h1e+06.txt
100.0,0.0242446202,4.619816312989974e-16,4.619812692496969e-16,0.0013046086390144525,0.8149587243419883,0.28600314833260726,0.0001,3.213108,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0242446202_l1e-04_h1e+06.txt
100.0,0.0276169981,8.320165419603892e-16,8.320167577938893e-16,0.0018237259145220247,0.31332928609278154,0.31332928609278154,0.0001,5.373788,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0276169981_l1e-04_h1e+06.txt
100.0,0.0325702066,3.7190413659473465e-15,3.719034236772586e-15,0.003600518281877667,0.7319165036852653,0.5807824038929761,0.0001,10.27718,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0325702066_l1e-04_h1e+06.txt
100.0,0.0387467512,1.1809212883860992e-14,1.1809194030128553e-14,0.0062978117106262145,0.29203412488655695,0.29203412488655695,0.0001,20.30342,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0387467512_l1e-04_h1e+06.txt
100.0,0.0437547938,2.2062492989445223e-14,2.2062556196482302e-14,0.008924587205004242,0.764912047153621,0.764912047153621,0.0001,32.67788,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0437547938_l1e-04_h1e+06.txt
100.0,0.0543618362,1.0160488638584649e-13,1.0160514424969815e-13,0.01996283698106062,0.23874681903983166,0.23874681903983166,0.0001,76.26628,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0543618362_l1e-04_h1e+06.txt
100.0,0.0587801607,1.69851122289246e-13,1.6985059555983712e-13,0.025925908216273132,0.9296321995918374,0.1670354237621431,0.0001,103.337,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0587801607_l1e-04_h1e+06.txt
100.0,0.0762698586,6.926326932158948e-13,6.926340398336387e-13,0.057326680695136106,0.9205765537762818,0.40119853343854706,0.0001,284.6173,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.0762698586_l1e-04_h1e+06.txt
100.0,0.0789652287,8.256350932872238e-13,8.256361348841263e-13,0.0639549638571004,0.7476709424658055,0.30822636692555627,0.0001,325.7475,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.0789652287_l1e-04_h1e+06.txt
100.0,0.106081836,5.953069028173722e-12,5.9530833970236045e-12,0.18685674736569832,0.7842921551229052,0.5630714900088425,0.0001,1022.075,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.106081836_l1e-04_h1e+06.txt
100.0,0.107006896,6.254287198587586e-12,6.254309627192549e-12,0.1918194256741379,0.4344782235371125,0.4344782235371125,0.0001,1058.589,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.107006896_l1e-04_h1e+06.txt
100.0,0.142510267,2.9871598276257995e-11,2.9871585474739614e-11,0.49083567009013024,0.6251872776464649,0.6251872776464649,0.0001,3230.697,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.142510267_l1e-04_h1e+06.txt
100.0,0.150131073,4.1325060136883456e-11,4.132505291304341e-11,0.5910054742721353,0.8228488654210049,0.8228488654210049,0.0001,3973.897,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.150131073_l1e-04_h1e+06.txt
100.0,0.191448198,1.5252401093607117e-10,1.5252418094641235e-10,1.2979812930903147,0.6758365046743517,0.09217630990386913,0.0001,10161.74,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.191448198_l1e-04_h1e+06.txt
100.0,0.210634454,2.3017273652069393e-10,2.3017290869308064e-10,1.7145663858067386,0.045106079463557006,0.045106079463557006,0.0001,14679.04,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.210634454_l1e-04_h1e+06.txt
100.0,0.257191381,7.206818775711666e-10,7.206836813143003e-10,3.479816572112118,0.6909314599969341,0.6909314599969341,0.0001,31605.72,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.257191381_l1e-04_h1e+06.txt
100.0,0.295520924,1.4656750418677086e-09,1.4656764154289478e-09,5.486689946365586,0.7997246431787336,0.6575346071031676,0.0001,54271.24,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.295520924_l1e-04_h1e+06.txt
100.0,0.345510729,2.8864004869756624e-09,2.886403461737317e-09,8.77007375278545,0.6841388610056753,0.6841388610056753,0.0001,97943.28,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.345510729_l1e-04_h1e+06.txt
100.0,0.414616956,7.4167982343998416e-09,7.416800231019864e-09,16.46248334242135,0.2847699794227602,0.23047689197224688,0.0001,197073.4,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.414616956_l1e-04_h1e+06.txt
100.0,0.464158883,1.2656905646223566e-08,1.2656878991466874e-08,23.83592684544281,0.106023834261641,0.106023834261641,0.0001,302597.2,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.464158883_l1e-04_h1e+06.txt
100.0,0.581709133,3.3167878568328585e-08,3.3167838739333255e-08,47.98407312441561,0.9630631761896514,0.3438993014107191,0.0001,713346.5,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.581709133_l1e-04_h1e+06.txt
100.0,0.623550734,4.616099868985861e-08,4.6160953343697654e-08,60.839603293264666,0.11828869942893346,0.11828869942893346,0.0001,925233.7,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.623550734_l1e-04_h1e+06.txt
100.0,0.816140079,1.4664923780797066e-07,1.466491978047511e-07,144.3457876701774,0.5854028332909184,0.5854028332909184,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W0.816140079_l1e-04_h1e+06.txt
100.0,0.83767764,1.6232103679761854e-07,1.623208000171806e-07,156.12058312558338,0.5537632490056188,0.21526728057078348,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W0.83767764_l1e-04_h1e+06.txt
100.0,1000.0,0.00031352565950578163,0.0003135247263364066,131798.59648515456,0.826667914335392,0.826667914335392,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W1000.0_l1e-04_h1e+06.txt
100.0,1.12533558,5.273742281800554e-07,5.273745500171516e-07,398.05256488671887,0.4148926896667243,0.4148926896667243,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W1.12533558_l1e-04_h1e+06.txt
100.0,1.14504757,5.643155225423986e-07,5.643146662286815e-07,420.87275663956683,0.28609437159733864,0.28609437159733864,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W1.14504757_l1e-04_h1e+06.txt
100.0,11.9377664,0.00022710013524197123,0.00022710051843351543,102719.3012077397,0.7634509825385636,0.23828725346245297,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W11.9377664_l1e-04_h1e+06.txt
100.0,12.2527986,0.00023074948478843946,0.00023075004980300338,103988.19348447479,0.26658450867350414,0.26658450867350414,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W12.2527986_l1e-04_h1e+06.txt
100.0,126.638017,0.0003127661124333943,0.0003127662631906804,131543.82228975854,0.48197585229426443,0.30554434813056297,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W126.638017_l1e-04_h1e+06.txt
100.0,131.113394,0.00031287679886051107,0.000312876918247948,131571.03283179665,0.34127106096959503,0.09144356431151024,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W131.113394_l1e-04_h1e+06.txt
100.0,1.51177507,1.5656868522522268e-06,1.5656892474034528e-06,990.5130491554867,0.9656002234452111,0.1756113947067128,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W1.51177507_l1e-04_h1e+06.txt
100.0,16.0371874,0.0002612586930899565,0.00026125857380993235,114637.71194335987,0.5616653640376064,0.38891136205351506,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W16.0371874_l1e-04_h1e+06.txt
100.0,1.606506,1.9687991364179226e-06,1.9687972517528907e-06,1203.5473007835606,0.10267132976450401,0.10267132976450401,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W1.606506_l1e-04_h1e+06.txt
100.0,170.125428,0.00031313208501305344,0.00031313205002602774,131656.06597432325,0.6542687119019786,0.6542687119019786,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W170.125428_l1e-04_h1e+06.txt
100.0,17.190722,0.00026732287140749354,0.0002673226022289996,116661.36934329329,0.6740000738768729,0.6740000738768729,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W17.190722_l1e-04_h1e+06.txt
100.0,183.95258,0.00031318658820013624,0.000313186212443692,131686.25760402522,0.30059751309382066,0.30059751309382066,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W183.95258_l1e-04_h1e+06.txt
100.0,2.03091762,4.542333534004883e-06,4.542321912723795e-06,2516.45102580341,0.32396473136560344,0.32396473136560344,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W2.03091762_l1e-04_h1e+06.txt
100.0,21.5443469,0.0002831047158156101,0.0002831050474954858,121988.87118219466,0.41496497522339426,0.41496497522339426,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W21.5443469_l1e-04_h1e+06.txt
100.0,2.2539339,6.3796060427665695e-06,6.379594322793564e-06,3435.138734401384,0.8269670596696916,0.17915946921165138,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W2.2539339_l1e-04_h1e+06.txt
100.0,228.546386,0.0003132993419631483,0.00031329967883526167,131712.65489186716,0.43898598200986916,0.43898598200986916,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W228.546386_l1e-04_h1e+06.txt
100.0,24.118647,0.00028917321008404016,0.0002891734296701777,123995.10797760305,0.3346273734665345,0.3346273734665345,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W24.118647_l1e-04_h1e+06.txt
100.0,258.086154,0.0003133634142960396,0.00031336322132218133,131750.94849531172,0.89804918097636,0.8462712209338711,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W258.086154_l1e-04_h1e+06.txt
100.0,2.72833338,1.1838847969732362e-05,1.1838902015580678e-05,6135.592079116508,0.15912100930563833,0.15912100930563833,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W2.72833338_l1e-04_h1e+06.txt
100.0,28.9426612,0.0002964064595029412,0.00029640648547836853,126345.70646826168,0.9708003722625486,0.07019134240729863,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W28.9426612_l1e-04_h1e+06.txt
100.0,307.029063,0.00031344601176798887,0.0003134468113483959,131769.03997740304,0.8747359852790676,0.18192398255470438,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W307.029063_l1e-04_h1e+06.txt
100.0,3.16227766,1.882744664504824e-05,1.8827469179817757e-05,9619.798225698247,0.9778349015845522,0.30377475409025634,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W3.16227766_l1e-04_h1e+06.txt
100.0,33.8385515,0.00030097110846484683,0.00030097093742201085,127821.84883749232,0.04855296889500437,0.04855296889500437,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W33.8385515_l1e-04_h1e+06.txt
100.0,362.095835,0.0003133921752129234,0.00031339225351891204,131750.60512664233,0.6029348427535662,0.6029348427535662,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W362.095835_l1e-04_h1e+06.txt
100.0,3.66524124,2.9314122406699523e-05,2.9314147851874323e-05,14875.643357754236,0.8529865070362184,0.5677111736174035,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W3.66524124_l1e-04_h1e+06.txt
100.0,38.8815518,0.00030388986246018525,0.00030389029102304027,128675.88601746505,0.30930286641417615,0.02063954568713238,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W38.8815518_l1e-04_h1e+06.txt
100.0,412.462638,0.00031345564262484556,0.00031345535780265624,131771.16646107283,0.4541866229441901,0.24155881827414344,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W412.462638_l1e-04_h1e+06.txt
100.0,4.43668733,4.9299723771727904e-05,4.929978663193209e-05,24971.394113553662,0.013965239715389667,0.013965239715389667,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W4.43668733_l1e-04_h1e+06.txt
100.0,47.4756138,0.00030712724874754576,0.00030712733810501087,129753.52586101234,0.6623322774835748,0.6519576483964512,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W47.4756138_l1e-04_h1e+06.txt
100.0,4.92388263,6.385753103483745e-05,6.38574877120808e-05,32240.399078217146,0.05994954130908076,0.05994954130908076,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W4.92388263_l1e-04_h1e+06.txt
100.0,508.021805,0.0003134859635023766,0.0003134860222605255,131785.70643949756,0.708848842967468,0.5044618166035457,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W508.021805_l1e-04_h1e+06.txt
100.0,52.2334507,0.0003082234316330603,0.0003082228815948123,130085.7022671997,0.57073008339106,0.5382637987777129,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W52.2334507_l1e-04_h1e+06.txt
100.0,554.102033,0.0003134811558836046,0.00031348142646120777,131786.66427752606,0.4787056581770064,0.4787056581770064,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W554.102033_l1e-04_h1e+06.txt
100.0,6.22468884,0.00010587263694100103,0.00010587274369620226,52472.88184158191,0.7828843448742472,0.7828843448742472,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W6.22468884_l1e-04_h1e+06.txt
100.0,6.61474064,0.00011739638060843477,0.00011739631260711337,57648.55562007432,0.9136371361544997,0.2934770832482566,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/2540/sigma100.0_W6.61474064_l1e-04_h1e+06.txt
100.0,66.6084629,0.00031030904640925436,0.0003103088726620199,130789.83279342623,0.05966783182633859,0.05966783182633859,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma100.0_W66.6084629_l1e-04_h1e+06.txt
